scrap_id,work_order_id,inspection_id,scrap_date,machine_id,operator_id,shift_code,material_type,lot_id,defect_code_clean,quantity_scrapped,quantity_reworked,scrap_reason_raw,scrap_reason_clean,material_cost_per_unit,labor_cost_per_unit,total_scrap_cost
SCRAP-1281,WO-12701,INSP-2926,2023-12-18 19:43:15.918020710,M06,OP010,Shift B,16ga Steel,LOT-1242,Weld Defect,0,1,op err,OPERATOR_ERROR,61.44,189.3,0.0
SCRAP-1282,WO-12704,INSP-2929,2023-12-18 19:33:10.834166852,M04,OP016,Shift B,"1/4"" Plate",LOT-1203,Burr,1,1,machine issue,MACHINE_ISSUE,51.61,189.36,240.97
SCRAP-1283,WO-12705,INSP-2930,2023-12-19 18:32:28.233778005,M03,OP014,Shift B,14ga Steel,LOT-1275,Burr,1,2,equipment failure,MACHINE_ISSUE,65.56,177.85,243.41
SCRAP-1284,WO-12710,INSP-2935,2023-12-19 09:32:36.651804314,M03,OP013,Shift A,14ga Steel,LOT-1121,Burr,0,1,MACHINE_ISSUE,MACHINE_ISSUE,87.72,132.93,0.0
SCRAP-1285,WO-12716,INSP-2941,2023-12-19 19:52:17.692802706,M03,OP001,Shift B,14ga Steel,LOT-1199,Bend Angle,2,1,OPERATOR_ERROR,OPERATOR_ERROR,72.51,155.07,455.16
SCRAP-1286,WO-12717,INSP-2942,2023-12-19 10:44:32.605290311,M06,OP009,Shift A,16ga Steel,LOT-1116,Weld Defect,1,1,Machine,MACHINE_ISSUE,97.3,127.14,224.44
SCRAP-1287,WO-12718,INSP-2943,2023-12-20 10:32:48.660077683,M07,OP009,,16ga Steel,LOT-1183,Burr,2,1,MACHINE_ISSUE,MACHINE_ISSUE,18.42,170.59,378.02
SCRAP-1288,WO-12720,INSP-2946,2023-12-20 11:12:17.993881234,M04,OP004,Shift A,"1/4"" Plate",LOT-1222,Bend Angle,0,1,set up error,SETUP_ERROR,75.71,135.06,0.0
SCRAP-1289,WO-12722,INSP-2948,2023-12-20 08:03:06.189020185,M07,OP020,Shift A,"3/8"" Plate",LOT-1034,Dimensional,0,1,Setup,SETUP_ERROR,29.82,161.78,0.0
SCRAP-1290,WO-12730,INSP-2956,2023-12-21 17:21:04.369364078,M03,OP011,Shift B,Stainless 304,LOT-1263,Dimensional,1,1,Setup Error,SETUP_ERROR,16.07,107.44,123.51
SCRAP-1291,WO-12733,INSP-2959,2023-12-21 13:01:52.979176740,M04,OP017,Shift A,"3/8"" Plate",LOT-1280,Bend Angle,1,1,Mach Issue,MACHINE_ISSUE,56.89,91.94,148.83
SCRAP-1292,WO-12734,INSP-2960,2023-12-21 09:40:17.672663211,M06,OP013,,16ga Steel,LOT-1206,Porosity,0,1,Op Error,OPERATOR_ERROR,35.06,194.39,0.0
SCRAP-1293,WO-12735,INSP-2961,2023-12-21 16:16:07.201841685,M07,OP014,Shift B,16ga Steel,LOT-1229,Burr,0,1,Machine Issue,MACHINE_ISSUE,73.43,139.23,0.0
SCRAP-1294,WO-12736,INSP-2962,2023-12-21 19:21:09.461162695,M06,OP003,Shift B,Stainless 304,LOT-1261,Porosity,1,1,Mach Issue,MACHINE_ISSUE,66.85,95.89,162.74
SCRAP-1295,WO-12737,INSP-2963,2023-12-21 16:48:26.325912898,M04,OP007,Shift B,"1/4"" Plate",LOT-1114,Dimensional,2,1,First Article Fail,SETUP_ERROR,52.73,112.63,330.72
SCRAP-1296,WO-12740,INSP-2966,2023-12-22 10:46:31.393803865,M01,OP009,Shift A,12ga Steel,LOT-1043,Surface Scratch,0,1,Material Defect,MATERIAL_DEFECT,67.02,118.95,0.0
SCRAP-1297,WO-12741,INSP-2967,2023-12-22 18:57:26.754809732,M01,OP012,Shift B,12ga Steel,LOT-1276,Surface Scratch,0,1,Material Defect,MATERIAL_DEFECT,54.72,135.61,0.0
SCRAP-1298,WO-12742,INSP-2968,2023-12-22 17:44:07.598324778,M06,OP008,Shift B,16ga Steel,LOT-1177,Dimensional,0,1,op err,OPERATOR_ERROR,27.29,102.64,0.0
SCRAP-1299,WO-12744,INSP-2970,2023-12-22 17:34:59.977710386,M07,OP016,Shift B,"3/8"" Plate",LOT-1190,Surface Scratch,0,1,equipment failure,MACHINE_ISSUE,105.21,140.71,0.0
SCRAP-1300,WO-12745,INSP-2971,2023-12-22 17:33:17.227638775,M06,OP014,Shift B,16ga Steel,LOT-1157,Surface Scratch,1,1,MACHINE_ISSUE,MACHINE_ISSUE,58.03,127.17,185.2
SCRAP-1301,WO-12748,INSP-2974,2023-12-25 17:35:22.964579175,M06,OP008,Shift B,16ga Steel,LOT-1206,Weld Defect,0,1,Mach Issue,MACHINE_ISSUE,42.79,134.94,0.0
SCRAP-1302,WO-12749,INSP-2975,2023-12-25 20:12:36.464074827,M05,OP016,Shift B,12ga Steel,LOT-1223,Dimensional,0,1,Op Error,OPERATOR_ERROR,29.53,198.45,0.0
SCRAP-1303,WO-12751,INSP-2977,2023-12-25 12:11:08.311112202,M06,OP019,Shift A,14ga Steel,LOT-1145,Dimensional,1,1,Operator Error,OPERATOR_ERROR,40.51,168.06,208.57
SCRAP-1304,WO-12754,INSP-2980,2023-12-25 17:27:33.608398485,M01,OP016,Shift B,12ga Steel,LOT-1000,Dimensional,0,1,Design Issue,DESIGN_ISSUE,21.89,103.32,0.0
SCRAP-1305,WO-12755,INSP-2981,2023-12-25 16:14:25.695426657,M01,OP012,Shift B,12ga Steel,LOT-1091,Dimensional,0,1,UNKNOWN,UNKNOWN,38.39,170.38,0.0
SCRAP-1306,WO-12755,INSP-2982,2023-12-25 16:33:25.695426657,M01,OP012,Shift B,12ga Steel,LOT-1091,Dimensional,0,1,First Article Fail,SETUP_ERROR,50.09,80.31,0.0
SCRAP-1307,WO-12756,INSP-2983,2023-12-25 20:49:36.648868050,M01,OP006,Shift B,Aluminum 5052,LOT-1127,Surface Scratch,0,1,MATERIAL_DEFECT,MATERIAL_DEFECT,34.22,89.87,0.0
SCRAP-1308,WO-12757,INSP-2984,2023-12-25 20:21:38.667711703,M04,OP016,Shift B,Stainless 304,LOT-1291,Dimensional,1,2,equipment failure,MACHINE_ISSUE,18.46,87.06,105.52
SCRAP-1309,WO-12758,INSP-2985,2023-12-25 08:17:32.632259744,M07,OP009,Shift A,16ga Steel,LOT-1116,Surface Scratch,2,1,MATERIAL_DEFECT,MATERIAL_DEFECT,97.83,98.1,391.86
SCRAP-1310,WO-12762,INSP-2989,2023-12-26 17:48:12.672790293,M03,OP014,Shift B,14ga Steel,LOT-1185,Dimensional,0,1,Op Error,OPERATOR_ERROR,102.36,109.67,0.0
SCRAP-1311,WO-12763,INSP-2990,2023-12-26 11:48:13.074535174,M06,OP009,Shift A,16ga Steel,LOT-1119,Weld Defect,1,1,op err,OPERATOR_ERROR,69.5,166.07,235.57
SCRAP-1312,WO-12765,INSP-2992,2023-12-26 12:41:33.378640418,M05,OP019,Shift A,"1/4"" Plate",LOT-1073,Porosity,1,1,human error,OPERATOR_ERROR,100.03,170.41,270.44
SCRAP-1313,WO-12766,INSP-2993,2023-12-26 20:26:52.551040244,M03,OP011,Shift B,14ga Steel,LOT-1112,Bend Angle,0,1,human error,OPERATOR_ERROR,44.75,187.71,0.0
SCRAP-1314,WO-12769,INSP-2996,2023-12-26 20:16:55.473492281,M07,OP001,Shift B,16ga Steel,LOT-1177,Burr,3,1,Op Error,OPERATOR_ERROR,29.26,138.02,501.84
SCRAP-1315,WO-12773,INSP-3000,2023-12-27 10:06:13.795306722,M02,OP009,Shift A,12ga Steel,LOT-1245,Dimensional,0,1,set up error,SETUP_ERROR,32.47,159.19,0.0
SCRAP-1316,WO-12774,INSP-3001,2023-12-27 16:46:00.594633431,M05,OP012,Shift B,"3/8"" Plate",LOT-1230,Weld Defect,0,1,,UNKNOWN,66.67,139.28,0.0
SCRAP-1317,WO-12778,INSP-3005,2023-12-28 20:07:20.800765965,M06,OP007,Shift B,Stainless 304,LOT-1282,Porosity,0,1,human error,OPERATOR_ERROR,51.21,91.99,0.0
SCRAP-1318,WO-12781,INSP-3008,2023-12-28 17:25:23.304477956,M05,OP016,Shift B,14ga Steel,LOT-1235,Weld Defect,0,1,operator error,OPERATOR_ERROR,57.56,85.28,0.0
SCRAP-1319,WO-12782,INSP-3009,2023-12-28 09:01:19.345952416,M06,OP002,Shift A,Aluminum 5052,LOT-1148,Porosity,1,1,operator error,OPERATOR_ERROR,55.67,114.0,169.67
SCRAP-1320,WO-12784,INSP-3011,2023-12-28 10:46:22.805153054,M06,OP019,Shift A,"3/8"" Plate",LOT-1117,Porosity,0,1,Operator,OPERATOR_ERROR,25.79,198.12,0.0
SCRAP-1321,WO-12786,INSP-3013,2023-12-28 18:26:35.499755664,M02,OP016,Shift B,12ga Steel,LOT-1000,Dimensional,1,1,Operator Error,OPERATOR_ERROR,40.8,134.46,175.26
SCRAP-1322,WO-12788,INSP-3015,2023-12-28 20:06:44.835730859,M06,OP008,Shift B,Aluminum 5052,LOT-1285,Porosity,0,1,op err,OPERATOR_ERROR,41.41,159.01,0.0
SCRAP-1323,WO-12789,INSP-3016,2023-12-28 10:08:56.666193148,M02,OP002,Shift A,12ga Steel,LOT-1096,Surface Scratch,2,1,equipment failure,MACHINE_ISSUE,28.07,92.92,241.98
SCRAP-1324,WO-12790,INSP-3017,2023-12-29 10:45:28.772885122,M05,OP013,,Aluminum 5052,LOT-1094,Porosity,0,1,,UNKNOWN,48.73,186.55,0.0
SCRAP-1325,WO-12792,INSP-3019,2023-12-29 16:57:55.612514854,M04,OP007,,"3/8"" Plate",LOT-1067,Surface Scratch,0,1,Unknown,UNKNOWN,65.64,149.37,0.0
SCRAP-1326,WO-12795,INSP-3022,2023-12-29 08:22:07.039703470,M07,OP009,,16ga Steel,LOT-1100,Burr,4,1,bad material,MATERIAL_DEFECT,60.62,137.39,792.04
SCRAP-1327,WO-12798,INSP-3025,2024-01-01 10:51:06.961949269,M07,OP019,Shift A,16ga Steel,LOT-1229,Burr,1,1,Mach Issue,MACHINE_ISSUE,65.19,175.12,240.31
SCRAP-1328,WO-12800,INSP-3027,2024-01-01 07:52:48.913535581,M02,OP019,Shift A,"1/4"" Plate",LOT-1254,Burr,0,1,Mach Issue,MACHINE_ISSUE,47.81,125.56,0.0
SCRAP-1329,WO-12801,INSP-3028,2024-01-01 12:56:53.093732027,M02,OP018,Shift A,Stainless 304,LOT-1133,Burr,0,1,Operator Error,OPERATOR_ERROR,33.66,90.27,0.0
SCRAP-1330,WO-12801,INSP-3029,2024-01-01 13:01:53.093732027,M02,OP018,Shift A,Stainless 304,LOT-1133,Burr,0,1,MACHINE_ISSUE,MACHINE_ISSUE,24.05,87.45,0.0
SCRAP-1331,WO-12802,INSP-3030,2024-01-01 18:20:27.186156817,M05,OP003,Shift B,"3/8"" Plate",LOT-1298,Weld Defect,1,1,Mat Defect,MATERIAL_DEFECT,51.23,97.39,148.62
SCRAP-1332,WO-12802,INSP-3031,2024-01-01 18:30:27.186156817,M05,OP003,Shift B,"3/8"" Plate",LOT-1298,Weld Defect,1,2,Operator,OPERATOR_ERROR,95.2,87.04,182.24
SCRAP-1333,WO-12803,INSP-3032,2024-01-01 07:35:48.796521377,M07,OP009,Shift A,16ga Steel,LOT-1029,Burr,3,2,machine issue,MACHINE_ISSUE,82.43,133.25,647.04
SCRAP-1334,WO-12805,INSP-3034,2024-01-01 19:35:02.647635472,M05,OP012,Shift B,12ga Steel,LOT-1069,Weld Defect,2,1,bad material,MATERIAL_DEFECT,34.27,117.95,304.44
SCRAP-1335,WO-12806,INSP-3035,2024-01-01 07:44:23.630729472,M05,OP004,Shift A,"1/4"" Plate",LOT-1252,Surface Scratch,0,1,OPERATOR_ERROR,OPERATOR_ERROR,53.65,198.84,0.0
SCRAP-1336,WO-12807,INSP-3036,2024-01-01 17:42:24.291831243,M04,OP007,Shift B,"3/8"" Plate",LOT-1257,Bend Angle,2,1,MACHINE_ISSUE,MACHINE_ISSUE,45.61,122.04,335.3
SCRAP-1337,WO-12809,INSP-3038,2024-01-02 09:42:18.895981578,M04,OP002,Shift A,Stainless 304,LOT-1133,Surface Scratch,0,1,Material Defect,MATERIAL_DEFECT,39.8,172.42,0.0
SCRAP-1338,WO-12811,INSP-3040,2024-01-02 09:19:49.176185683,M03,OP018,Shift A,Stainless 304,LOT-1176,Bend Angle,0,1,MACHINE_ISSUE,MACHINE_ISSUE,38.49,164.47,0.0
SCRAP-1339,WO-12813,INSP-3042,2024-01-02 09:39:35.434839259,M06,OP009,Shift A,14ga Steel,LOT-1071,Surface Scratch,1,1,machine issue,MACHINE_ISSUE,51.29,144.22,195.51
SCRAP-1340,WO-12815,INSP-3044,2024-01-02 21:09:04.756207219,M06,OP012,Shift B,14ga Steel,LOT-1275,Porosity,3,2,operator error,OPERATOR_ERROR,86.17,138.34,673.53
SCRAP-1341,WO-12819,INSP-3048,2024-01-02 19:46:42.778939211,M06,OP003,,14ga Steel,LOT-1219,Porosity,0,1,Op Error,OPERATOR_ERROR,39.59,159.56,0.0
SCRAP-1342,WO-12820,INSP-3049,2024-01-03 20:15:01.993696182,M03,OP001,Shift B,Stainless 304,LOT-1115,Bend Angle,1,1,Mach Issue,MACHINE_ISSUE,47.35,80.64,127.99
SCRAP-1343,WO-12825,INSP-3054,2024-01-03 17:37:58.136572697,M04,OP001,Shift B,12ga Steel,LOT-1054,Dimensional,2,1,setup err,SETUP_ERROR,35.25,170.65,411.8
SCRAP-1344,WO-12826,INSP-3055,2024-01-03 15:51:27.548049146,M07,OP010,Shift B,16ga Steel,LOT-1211,Surface Scratch,0,1,human error,OPERATOR_ERROR,50.8,119.67,0.0
SCRAP-1345,WO-12828,INSP-3057,2024-01-03 18:07:25.019460006,M03,OP006,Shift B,Stainless 304,LOT-1009,Bend Angle,0,1,Incoming Defect,MATERIAL_DEFECT,32.95,114.01,0.0
SCRAP-1346,WO-12831,INSP-3060,2024-01-03 19:47:07.302793921,M02,OP008,Shift B,Stainless 304,LOT-1278,Dimensional,0,1,Op Error,OPERATOR_ERROR,66.59,117.2,0.0
SCRAP-1347,WO-12835,INSP-3064,2024-01-04 16:27:54.788314444,M06,OP006,Shift B,Aluminum 5052,LOT-1066,Weld Defect,0,1,operator error,OPERATOR_ERROR,39.08,127.81,0.0
SCRAP-1348,WO-12836,INSP-3065,2024-01-04 19:03:19.197190114,M03,OP012,Shift B,Stainless 304,LOT-1108,Bend Angle,7,1,machine issue,MACHINE_ISSUE,80.72,148.5,1604.54
SCRAP-1349,WO-12840,INSP-3069,2024-01-04 20:14:10.852686479,M04,OP008,Shift B,"1/4"" Plate",LOT-1021,Bend Angle,0,1,First Article Fail,SETUP_ERROR,59.27,87.22,0.0
SCRAP-1350,WO-12841,INSP-3070,2024-01-04 08:20:41.617631399,M03,OP009,Shift A,14ga Steel,LOT-1212,Dimensional,7,2,set up error,SETUP_ERROR,25.87,137.85,1146.04
SCRAP-1351,WO-12842,INSP-3071,2024-01-04 10:40:26.649566903,M01,OP005,Shift A,12ga Steel,LOT-1169,Surface Scratch,1,1,Incoming Defect,MATERIAL_DEFECT,62.68,196.18,258.86
SCRAP-1352,WO-12843,INSP-3072,2024-01-04 08:51:20.638076070,M03,OP017,Shift A,Stainless 304,LOT-1125,Burr,0,1,set up error,SETUP_ERROR,70.52,180.05,0.0
SCRAP-1353,WO-12844,INSP-3073,2024-01-05 10:42:30.920662703,M02,OP020,Shift A,Stainless 304,LOT-1155,Surface Scratch,0,1,bad material,MATERIAL_DEFECT,60.88,146.69,0.0
SCRAP-1354,WO-12845,INSP-3074,2024-01-05 11:22:56.248214969,M03,OP009,Shift A,Stainless 304,LOT-1048,Bend Angle,0,1,set up error,SETUP_ERROR,51.5,180.52,0.0
SCRAP-1355,WO-12846,INSP-3075,2024-01-05 17:58:43.953950147,M04,OP011,Shift B,Stainless 304,LOT-1009,Dimensional,0,1,Mat Defect,MATERIAL_DEFECT,45.08,141.38,0.0
SCRAP-1356,WO-12853,INSP-3082,2024-01-05 08:02:18.225493096,M01,OP015,Shift A,16ga Steel,LOT-1079,Dimensional,5,1,setup err,SETUP_ERROR,81.86,112.73,972.95
SCRAP-1357,WO-12858,INSP-3088,2024-01-08 19:45:07.244549368,M03,OP007,Shift B,Stainless 304,LOT-1263,Surface Scratch,0,1,equipment failure,MACHINE_ISSUE,23.02,126.79,0.0
SCRAP-1358,WO-12860,INSP-3090,2024-01-08 10:30:09.511185260,M02,OP018,Shift A,12ga Steel,LOT-1039,Dimensional,1,1,Machine,MACHINE_ISSUE,53.56,97.58,151.14
SCRAP-1359,WO-12861,INSP-3091,2024-01-08 19:05:26.852623300,M03,OP008,Shift B,Stainless 304,LOT-1303,Dimensional,0,1,First Article Fail,SETUP_ERROR,53.8,137.4,0.0
SCRAP-1360,WO-12862,INSP-3092,2024-01-08 18:01:01.772797333,M05,OP008,Shift B,Stainless 304,LOT-1122,Weld Defect,1,1,setup err,SETUP_ERROR,70.04,154.74,224.78
SCRAP-1361,WO-12866,INSP-3096,2024-01-08 17:28:34.072413507,M04,OP012,Shift B,12ga Steel,LOT-1037,Burr,2,2,See Notes,UNKNOWN,54.48,82.49,273.94
SCRAP-1362,WO-12867,INSP-3097,2024-01-09 09:57:53.559184861,M03,OP002,Shift A,Stainless 304,LOT-1144,Dimensional,0,1,operator error,OPERATOR_ERROR,59.69,160.66,0.0
SCRAP-1363,WO-12870,INSP-3100,2024-01-09 08:12:28.570547771,M02,OP004,,12ga Steel,LOT-1026,Surface Scratch,0,1,material defect,MATERIAL_DEFECT,88.34,188.89,0.0
SCRAP-1364,WO-12871,INSP-3101,2024-01-09 10:38:13.442170390,M04,OP017,Shift A,"1/4"" Plate",LOT-1274,Burr,1,1,Machine Issue,MACHINE_ISSUE,21.72,95.07,116.79
SCRAP-1365,WO-12872,INSP-3102,2024-01-09 12:05:01.669988713,M05,OP009,Shift A,Aluminum 5052,LOT-1154,Weld Defect,3,2,Operator,OPERATOR_ERROR,49.79,98.99,446.34
SCRAP-1366,WO-12876,INSP-3106,2024-01-09 12:03:18.664981771,M02,OP002,Shift A,12ga Steel,LOT-1226,Dimensional,0,1,MACHINE_ISSUE,MACHINE_ISSUE,30.47,198.91,0.0
SCRAP-1367,WO-12877,INSP-3107,2024-01-09 09:02:55.943296312,M05,OP009,,"1/4"" Plate",LOT-1202,Weld Defect,0,1,Op Error,OPERATOR_ERROR,35.18,78.64,0.0
SCRAP-1368,WO-12881,INSP-3111,2024-01-10 16:19:04.373752445,M01,OP016,Shift B,Aluminum 5052,LOT-1036,Surface Scratch,1,1,machine issue,MACHINE_ISSUE,48.59,181.57,230.16
SCRAP-1369,WO-12885,INSP-3115,2024-01-10 12:15:58.343782572,M07,OP005,Shift A,Stainless 304,LOT-1267,Dimensional,1,1,set up error,SETUP_ERROR,39.37,187.06,226.43
SCRAP-1370,WO-12886,INSP-3116,2024-01-10 15:58:44.981421076,M06,OP014,,Aluminum 5052,LOT-1232,Porosity,0,1,Machine,MACHINE_ISSUE,105.44,125.88,0.0
SCRAP-1371,WO-12887,INSP-3117,2024-01-10 20:43:30.586474192,M02,OP014,,16ga Steel,LOT-1177,Surface Scratch,0,1,Setup Error,SETUP_ERROR,35.34,179.98,0.0
SCRAP-1372,WO-12888,INSP-3118,2024-01-10 15:44:30.146594175,M06,OP010,Shift B,Aluminum 5052,LOT-1094,Weld Defect,0,1,Operator,OPERATOR_ERROR,48.49,191.62,0.0
SCRAP-1373,WO-12891,INSP-3122,2024-01-10 12:11:02.668684432,M03,OP020,Shift A,14ga Steel,LOT-1240,Bend Angle,0,1,SETUP_ERROR,SETUP_ERROR,100.18,140.66,0.0
SCRAP-1374,WO-12892,INSP-3123,2024-01-10 19:42:20.105182067,M06,OP012,Shift B,Aluminum 5052,LOT-1232,Porosity,0,1,op err,OPERATOR_ERROR,53.08,175.84,0.0
SCRAP-1375,WO-12895,INSP-3126,2024-01-11 18:46:45.015147103,M06,OP012,Shift B,"3/8"" Plate",LOT-1004,Weld Defect,2,1,Machine Issue,MACHINE_ISSUE,39.23,167.99,414.44
SCRAP-1376,WO-12896,INSP-3127,2024-01-11 19:40:26.100848650,M05,OP006,Shift B,Aluminum 5052,LOT-1277,Weld Defect,0,1,Op Error,OPERATOR_ERROR,60.22,196.24,0.0
SCRAP-1377,WO-12906,INSP-3137,2024-01-12 19:59:03.405977980,M07,OP016,Shift B,16ga Steel,LOT-1260,Burr,1,1,SETUP_ERROR,SETUP_ERROR,27.93,141.68,169.61
SCRAP-1378,WO-12907,INSP-3138,2024-01-12 18:56:32.779676842,M02,OP012,Shift B,12ga Steel,LOT-1168,Surface Scratch,0,1,Material Defect,MATERIAL_DEFECT,62.14,160.34,0.0
SCRAP-1379,WO-12908,INSP-3139,2024-01-12 19:44:41.923138022,M06,OP012,Shift B,Stainless 304,LOT-1170,Dimensional,0,1,equipment failure,MACHINE_ISSUE,33.01,177.67,0.0
SCRAP-1380,WO-12909,INSP-3140,2024-01-12 17:57:23.456042160,M04,OP016,Shift B,Stainless 304,LOT-1088,Surface Scratch,0,1,Operator,OPERATOR_ERROR,96.73,174.87,0.0
SCRAP-1381,WO-12913,INSP-3144,2024-01-13 12:33:31.179900354,M01,OP002,Shift A,16ga Steel,LOT-1119,Burr,0,1,Machine,MACHINE_ISSUE,54.75,123.09,0.0
SCRAP-1382,WO-12916,INSP-3147,2024-01-13 08:12:42.203209348,M03,OP005,Shift A,Stainless 304,LOT-1210,Dimensional,0,1,machine issue,MACHINE_ISSUE,68.1,90.26,0.0
SCRAP-1383,WO-12917,INSP-3148,2024-01-13 19:14:42.518684137,M06,OP001,Shift B,"3/8"" Plate",LOT-1110,Dimensional,0,1,Mach Issue,MACHINE_ISSUE,114.17,124.12,0.0
SCRAP-1384,WO-12920,INSP-3152,2024-01-15 09:17:43.505264222,M01,OP013,Shift A,16ga Steel,LOT-1265,Surface Scratch,0,1,Material Defect,MATERIAL_DEFECT,120.06,169.58,0.0
SCRAP-1385,WO-12921,INSP-3153,2024-01-15 16:55:56.102468379,M03,OP014,Shift B,14ga Steel,LOT-1184,Dimensional,1,1,Not Recorded,UNKNOWN,45.31,184.93,230.24
SCRAP-1386,WO-12922,INSP-3154,2024-01-15 10:41:33.694679091,M06,OP009,Shift A,Aluminum 5052,LOT-1036,Surface Scratch,1,1,machine issue,MACHINE_ISSUE,54.24,85.01,139.25
SCRAP-1387,WO-12924,INSP-3156,2024-01-15 17:03:27.040840831,M03,OP007,Shift B,14ga Steel,LOT-1196,Bend Angle,4,1,MACHINE_ISSUE,MACHINE_ISSUE,31.6,180.15,847.0
SCRAP-1388,WO-12925,INSP-3157,2024-01-15 16:20:52.980579952,M07,OP011,Shift B,Stainless 304,LOT-1218,Surface Scratch,1,1,equipment failure,MACHINE_ISSUE,101.01,138.29,239.3
SCRAP-1389,WO-12926,INSP-3158,2024-01-15 11:39:07.531647373,M05,OP018,Shift A,"3/8"" Plate",LOT-1294,Weld Defect,0,1,MACHINE_ISSUE,MACHINE_ISSUE,29.35,115.85,0.0
SCRAP-1390,WO-12928,INSP-3160,2024-01-16 10:42:48.118735253,M06,OP017,Shift A,16ga Steel,LOT-1251,Dimensional,0,1,SETUP_ERROR,SETUP_ERROR,45.18,130.43,0.0
SCRAP-1391,WO-12933,INSP-3166,2024-01-16 10:40:45.623669017,M05,OP018,Shift A,14ga Steel,LOT-1080,Dimensional,0,1,Machine Issue,MACHINE_ISSUE,61.32,114.22,0.0
SCRAP-1392,WO-12936,INSP-3169,2024-01-17 10:04:26.475532708,M07,OP017,Shift A,16ga Steel,LOT-1146,Burr,1,1,Material Defect,MATERIAL_DEFECT,73.41,170.95,244.36
SCRAP-1393,WO-12938,INSP-3171,2024-01-17 09:10:49.295223204,M06,OP018,Shift A,14ga Steel,LOT-1191,Dimensional,1,1,setup err,SETUP_ERROR,62.42,174.08,236.5
SCRAP-1394,WO-12943,INSP-3177,2024-01-18 18:14:48.945506255,M01,OP014,Shift B,16ga Steel,LOT-1027,Surface Scratch,0,1,set up error,SETUP_ERROR,26.06,96.68,0.0
SCRAP-1395,WO-12944,INSP-3178,2024-01-18 15:53:05.544649711,M05,OP006,Shift B,12ga Steel,LOT-1200,Dimensional,0,1,setup err,SETUP_ERROR,21.18,126.81,0.0
SCRAP-1396,WO-12945,INSP-3179,2024-01-18 19:58:45.258611840,M03,OP006,Shift B,14ga Steel,LOT-1287,Bend Angle,0,1,drawing error,DESIGN_ISSUE,68.75,103.06,0.0
SCRAP-1397,WO-12947,INSP-3181,2024-01-18 18:01:31.249972265,M07,OP006,Shift B,16ga Steel,LOT-1079,Dimensional,0,1,Setup Error,SETUP_ERROR,80.31,188.36,0.0
SCRAP-1398,WO-12949,INSP-3183,2024-01-18 16:56:40.914758270,M06,OP012,,14ga Steel,LOT-1172,Weld Defect,2,1,op err,OPERATOR_ERROR,111.63,81.22,385.7
SCRAP-1399,WO-12949,INSP-3184,2024-01-18 17:34:40.914758270,M06,OP012,,14ga Steel,LOT-1172,Weld Defect,2,1,OPERATOR_ERROR,OPERATOR_ERROR,55.56,120.99,353.1
SCRAP-1400,WO-12950,INSP-3185,2024-01-18 10:38:29.721248306,M06,OP017,,Stainless 304,LOT-1047,Dimensional,0,1,Operator,OPERATOR_ERROR,48.98,171.67,0.0
SCRAP-1401,WO-12951,INSP-3186,2024-01-18 17:16:29.235260065,M07,OP012,Shift B,16ga Steel,LOT-1057,Burr,1,2,Mach Issue,MACHINE_ISSUE,45.01,164.2,209.21
SCRAP-1402,WO-12954,INSP-3189,2024-01-19 11:03:56.976084738,M01,OP015,,12ga Steel,LOT-1085,Dimensional,3,1,bad material,MATERIAL_DEFECT,65.58,91.27,470.55
SCRAP-1403,WO-12954,INSP-3190,2024-01-19 11:21:56.976084738,M01,OP015,,12ga Steel,LOT-1085,Dimensional,2,2,Material Defect,MATERIAL_DEFECT,84.21,165.84,500.1
SCRAP-1404,WO-12955,INSP-3191,2024-01-19 20:41:17.100062465,M03,OP016,Shift B,14ga Steel,LOT-1196,Surface Scratch,1,1,bad material,MATERIAL_DEFECT,23.78,111.27,135.05
SCRAP-1405,WO-12956,INSP-3192,2024-01-19 16:49:37.628238938,M03,OP014,Shift B,Stainless 304,LOT-1278,Bend Angle,1,1,MACHINE_ISSUE,MACHINE_ISSUE,62.71,147.86,210.57
SCRAP-1406,WO-12957,INSP-3193,2024-01-19 09:15:37.689673478,M01,OP015,Shift A,12ga Steel,LOT-1097,Dimensional,1,1,human error,OPERATOR_ERROR,29.52,115.41,144.93
SCRAP-1407,WO-12958,INSP-3194,2024-01-19 18:35:05.345720880,M01,OP012,Shift B,Aluminum 5052,LOT-1306,Surface Scratch,1,1,MATERIAL_DEFECT,MATERIAL_DEFECT,46.14,127.91,174.05
SCRAP-1408,WO-12959,INSP-3195,2024-01-19 19:35:53.015083162,M06,OP010,Shift B,Stainless 304,LOT-1182,Porosity,0,1,Op Error,OPERATOR_ERROR,32.92,116.61,0.0
SCRAP-1409,WO-12961,INSP-3197,2024-01-20 10:57:23.182636530,M05,OP015,Shift A,14ga Steel,LOT-1250,Dimensional,2,1,UNKNOWN,UNKNOWN,78.2,195.9,548.2
SCRAP-1410,WO-12963,INSP-3199,2024-01-20 11:42:49.306023979,M04,OP015,Shift A,Stainless 304,LOT-1133,Dimensional,2,1,human error,OPERATOR_ERROR,35.15,122.62,315.54
SCRAP-1411,WO-12965,INSP-3201,2024-01-20 07:59:44.587423143,M05,OP013,Shift A,Stainless 304,LOT-1101,Porosity,0,1,Op Error,OPERATOR_ERROR,102.4,144.95,0.0
