inspection_id,work_order_id,inspection_date,inspector_id,quantity_inspected,quantity_passed,quantity_failed,defect_code_raw,defect_code_clean,disposition,notes
INSP-1533,WO-11419,2023-07-04 17:57:05.931629402,OP013,24,22,2,DIMENSIONAL,Dimensional,Rework,
INSP-1534,WO-11420,2023-07-04 18:45:03.758536344,OP008,10,10,0,NONE,None,Pass,Could seven right next.
INSP-1535,WO-11420,2023-07-04 18:49:03.758536344,OP008,10,10,0,NONE,None,Pass,Could seven right next.
INSP-1536,WO-11421,2023-07-04 16:13:28.027548989,OP009,14,14,0,No Defect,None,Pass,
INSP-1537,WO-11422,2023-07-04 16:51:13.862265861,OP008,5,5,0,OK,None,Pass,
INSP-1538,WO-11423,2023-07-04 17:27:57.922769424,OP020,17,17,0,OK,None,Pass,
INSP-1539,WO-11424,2023-07-04 11:51:07.633877980,OP010,14,11,3,Gas Pocket,Porosity,Use-As-Is,
INSP-1540,WO-11425,2023-07-04 08:16:34.979474402,OP005,18,15,3,Surface Scratch,Surface Scratch,Rework,
INSP-1541,WO-11425,2023-07-04 08:34:34.979474402,OP005,18,15,3,Surface Scratch,Surface Scratch,Rework,
INSP-1542,WO-11426,2023-07-04 15:54:05.746818505,OP001,13,13,0,Pass,None,Pass,
INSP-1543,WO-11427,2023-07-04 16:22:49.668954131,OP001,13,11,2,Void,Porosity,Rework,
INSP-1544,WO-11428,2023-07-04 18:56:50.878154744,OP004,17,13,4,porosity,Porosity,Rework,
INSP-1545,WO-11429,2023-07-04 10:53:20.584185487,OP009,5,4,1,weld defect,Weld Defect,Rework,
INSP-1546,WO-11430,2023-07-04 17:35:06.569695772,OP020,6,6,0,PASS,None,Pass,Decade trade field training deep couple scientist.
INSP-1547,WO-11431,2023-07-05 16:55:35.781902044,OP008,16,15,1,Dimentional,Dimensional,Use-As-Is,
INSP-1548,WO-11431,2023-07-05 17:33:35.781902044,OP008,16,15,1,Dimentional,Dimensional,Use-As-Is,
INSP-1549,WO-11432,2023-07-05 17:07:02.602842317,OP007,18,15,3,dimensional,Dimensional,Rework,
INSP-1550,WO-11433,2023-07-05 11:55:47.386394595,OP017,15,13,2,POROSITY,Porosity,Scrap,
INSP-1551,WO-11434,2023-07-05 09:43:34.624854804,OP009,16,16,0,OK,None,Pass,Trial receive region however dream focus executive.
INSP-1552,WO-11435,2023-07-05 19:00:29.737285085,OP004,8,8,0,,None,Pass,
INSP-1553,WO-11436,2023-07-05 17:13:41.364595534,OP001,20,19,1,Bur,Burr,Use-As-Is,Move grow end mention market better wonder.
INSP-1554,WO-11437,2023-07-05 08:23:14.464775215,OP006,24,23,1,porosity,Porosity,Rework,Seven floor data fine animal ten scientist.
INSP-1555,WO-11438,2023-07-05 18:51:32.502550657,OP019,21,21,0,NONE,None,Pass,End various often.
INSP-1556,WO-11439,2023-07-05 10:13:16.103701834,OP005,24,22,2,porosity,Porosity,Use-As-Is,
INSP-1557,WO-11440,2023-07-05 19:17:24.135658380,OP009,24,21,3,BEND,Bend Angle,Use-As-Is,Far cultural discover now early nearly.
INSP-1558,WO-11441,2023-07-05 07:25:47.630600862,OP016,7,7,0,Pass,None,Pass,
INSP-1559,WO-11442,2023-07-05 10:40:45.640363573,OP009,9,7,2,burr,Burr,Rework,Either start whom politics make collection.
INSP-1560,WO-11443,2023-07-06 11:54:10.960046994,OP007,18,17,1,burr,Burr,Scrap,
INSP-1561,WO-11444,2023-07-06 18:25:59.974459255,OP018,5,4,1,Scratch,Surface Scratch,Scrap,
INSP-1562,WO-11445,2023-07-06 16:10:25.479978102,OP011,8,8,0,Pass,None,Pass,
INSP-1563,WO-11446,2023-07-06 12:00:46.189715510,OP001,24,18,6,Sharp Burr,Burr,Scrap,
INSP-1564,WO-11447,2023-07-06 08:11:30.859617898,OP005,11,10,1,scrach,Surface Scratch,Rework,
INSP-1565,WO-11448,2023-07-06 09:17:01.081022323,OP001,20,18,2,Bur,Burr,Rework,
INSP-1566,WO-11449,2023-07-06 07:21:46.022625690,OP004,22,21,1,weld defect,Weld Defect,Rework,
INSP-1567,WO-11450,2023-07-06 11:19:21.888815954,OP019,12,11,1,void,Porosity,Rework,
INSP-1568,WO-11451,2023-07-06 10:03:45.197896025,OP005,23,22,1,DIMENSIONAL,Dimensional,Use-As-Is,
INSP-1569,WO-11452,2023-07-07 10:39:10.101080718,OP016,23,18,5,dim.,Dimensional,Rework,College result major true my politics.
INSP-1570,WO-11452,2023-07-07 11:19:10.101080718,OP016,23,18,5,dim.,Dimensional,Rework,College result major true my politics.
INSP-1571,WO-11453,2023-07-07 17:11:44.738592427,OP001,14,12,2,Gas Pocket,Porosity,Rework,
INSP-1572,WO-11454,2023-07-07 09:09:58.764883531,OP006,14,14,0,No Defect,None,Pass,
INSP-1573,WO-11455,2023-07-07 11:52:57.391241743,OP020,18,15,3,Dimensional,Dimensional,Scrap,
INSP-1574,WO-11456,2023-07-07 19:06:30.938878201,OP018,8,7,1,BURR,Burr,Rework,
INSP-1575,WO-11457,2023-07-07 17:46:06.019008985,OP013,15,14,1,Angle Error,Bend Angle,Rework,Model stuff avoid stand.
INSP-1576,WO-11458,2023-07-07 10:45:42.293888928,OP004,18,18,0,,None,Pass,Share include successful.
INSP-1577,WO-11459,2023-07-07 19:26:10.179769743,OP002,16,15,1,porosity,Porosity,Use-As-Is,
INSP-1578,WO-11460,2023-07-07 17:36:45.845434276,OP012,7,7,0,No Defect,None,Pass,
INSP-1579,WO-11461,2023-07-07 18:44:28.114078278,OP005,13,13,0,Pass,None,Pass,
INSP-1580,WO-11462,2023-07-10 17:57:03.604250147,OP005,20,20,0,OK,None,Pass,
INSP-1581,WO-11463,2023-07-10 15:25:25.003772987,OP016,17,16,1,surface scratch,Surface Scratch,Use-As-Is,
INSP-1582,WO-11464,2023-07-10 09:19:53.079625080,OP009,17,12,5,DIMENSIONAL,Dimensional,Rework,
INSP-1583,WO-11465,2023-07-10 10:40:48.790236138,OP003,10,10,0,None,None,Pass,Attack character despite lay art.
INSP-1584,WO-11466,2023-07-10 19:13:37.227736419,OP016,13,11,2,bend angle,Bend Angle,Rework,
INSP-1585,WO-11467,2023-07-10 20:13:48.882248467,OP006,17,17,0,,None,Pass,
INSP-1586,WO-11468,2023-07-10 11:31:12.838718726,OP003,20,17,3,Weld,Weld Defect,Rework,
INSP-1587,WO-11469,2023-07-10 08:55:42.779276252,OP013,9,8,1,Scratch,Surface Scratch,Use-As-Is,
INSP-1588,WO-11470,2023-07-11 09:27:07.740635852,OP007,10,9,1,Bend,Bend Angle,Scrap,
INSP-1589,WO-11471,2023-07-11 10:45:10.148732608,OP004,22,21,1,WELD,Weld Defect,Scrap,Tree process administration mother in admit reveal movie.
INSP-1590,WO-11471,2023-07-11 11:13:10.148732608,OP004,22,21,1,WELD,Weld Defect,Scrap,Tree process administration mother in admit reveal movie.
INSP-1591,WO-11472,2023-07-11 09:50:59.523252561,OP017,6,5,1,Bur,Burr,Scrap,Admit spend purpose south travel.
INSP-1592,WO-11473,2023-07-11 10:07:13.774620772,OP018,13,13,0,none,None,Pass,
INSP-1593,WO-11474,2023-07-11 19:18:52.625351049,OP019,9,9,0,NONE,None,Pass,Truth modern drive people.
INSP-1594,WO-11475,2023-07-11 10:10:39.138342554,OP018,23,22,1,weld defect,Weld Defect,Scrap,
INSP-1595,WO-11476,2023-07-11 09:21:24.907842226,OP006,20,19,1,burr,Burr,Scrap,
INSP-1596,WO-11477,2023-07-11 10:11:00.761530237,OP002,21,19,2,scrach,Surface Scratch,Rework,Spring environment however health image.
INSP-1597,WO-11478,2023-07-11 17:51:01.459764706,OP014,23,22,1,SCRATCH,Surface Scratch,Scrap,
INSP-1598,WO-11478,2023-07-11 18:06:01.459764706,OP014,23,22,1,SCRATCH,Surface Scratch,Scrap,
INSP-1599,WO-11479,2023-07-11 20:13:08.737244454,OP002,12,12,0,No Defect,None,Pass,
INSP-1600,WO-11480,2023-07-11 09:49:42.027715370,OP002,10,8,2,porosity,Porosity,Use-As-Is,
INSP-1601,WO-11481,2023-07-12 10:45:21.408941266,OP018,22,22,0,PASS,None,Pass,
INSP-1602,WO-11482,2023-07-12 15:15:16.203828199,OP017,9,9,0,No Defect,None,Pass,
INSP-1603,WO-11483,2023-07-12 10:00:55.377295471,OP008,14,14,0,None,None,Pass,
INSP-1604,WO-11483,2023-07-12 10:14:55.377295471,OP008,14,14,0,None,None,Pass,
INSP-1605,WO-11484,2023-07-12 11:34:16.770438746,OP001,18,18,0,PASS,None,Pass,During recently feel stock ball yard practice.
INSP-1606,WO-11485,2023-07-12 17:37:01.442108166,OP005,16,15,1,Porosity,Porosity,Scrap,
INSP-1607,WO-11486,2023-07-12 18:38:16.880465887,OP014,22,22,0,None,None,Pass,
INSP-1608,WO-11487,2023-07-12 08:19:42.804334457,OP018,7,7,0,None,None,Pass,
INSP-1609,WO-11487,2023-07-12 08:36:42.804334457,OP018,7,7,0,None,None,Pass,
INSP-1610,WO-11488,2023-07-12 16:52:41.109147055,OP006,9,9,0,OK,None,Pass,Behavior here need.
INSP-1611,WO-11489,2023-07-12 11:39:54.385020918,OP010,17,17,0,none,None,Pass,
INSP-1612,WO-11490,2023-07-12 17:21:02.496990537,OP009,17,17,0,No Defect,None,Pass,
INSP-1613,WO-11491,2023-07-12 09:25:22.724687023,OP008,16,16,0,PASS,None,Pass,
INSP-1614,WO-11492,2023-07-13 19:41:39.376168942,OP008,25,25,0,OK,None,Pass,
INSP-1615,WO-11493,2023-07-13 16:02:10.926381012,OP014,23,23,0,PASS,None,Pass,
INSP-1616,WO-11494,2023-07-13 08:48:01.530115836,OP008,15,15,0,OK,None,Pass,
INSP-1617,WO-11495,2023-07-13 19:35:25.351293121,OP008,15,14,1,Welding Issue,Weld Defect,Scrap,
INSP-1618,WO-11496,2023-07-13 12:08:48.468339047,OP019,25,22,3,surface scratch,Surface Scratch,Scrap,
INSP-1619,WO-11496,2023-07-13 12:49:48.468339047,OP019,25,22,3,surface scratch,Surface Scratch,Scrap,
INSP-1620,WO-11497,2023-07-13 16:57:05.345339901,OP015,5,5,0,None,None,Pass,
INSP-1621,WO-11498,2023-07-13 10:31:10.796258923,OP010,15,15,0,None,None,Pass,
INSP-1622,WO-11499,2023-07-13 11:02:21.576534975,OP009,15,12,3,surface scr,Surface Scratch,Rework,Pm reflect bar suddenly.
INSP-1623,WO-11499,2023-07-13 11:43:21.576534975,OP009,15,12,3,surface scr,Surface Scratch,Rework,Pm reflect bar suddenly.
INSP-1624,WO-11500,2023-07-13 10:25:26.296865033,OP002,21,21,0,NONE,None,Pass,
INSP-1625,WO-11501,2023-07-13 19:55:46.057675056,OP018,8,8,0,PASS,None,Pass,
INSP-1626,WO-11502,2023-07-13 19:11:38.000081825,OP013,20,20,0,PASS,None,Pass,
INSP-1627,WO-11503,2023-07-13 19:49:36.337948627,OP009,9,9,0,NONE,None,Pass,
INSP-1628,WO-11504,2023-07-13 18:09:52.363666504,OP002,22,22,0,OK,None,Pass,
INSP-1629,WO-11505,2023-07-13 12:05:15.305859588,OP020,23,23,0,None,None,Pass,Not teach believe month amount deep.
INSP-1630,WO-11506,2023-07-14 09:47:40.028141909,OP006,5,5,0,PASS,None,Pass,
INSP-1631,WO-11507,2023-07-14 17:09:56.319911773,OP016,9,9,0,No Defect,None,Pass,
INSP-1632,WO-11508,2023-07-14 20:04:12.117388302,OP003,25,24,1,Weld,Weld Defect,Scrap,
INSP-1633,WO-11509,2023-07-14 08:58:21.004177363,OP005,20,18,2,Dimension Error,Dimensional,Rework,Little another avoid understand tonight nor allow.
INSP-1634,WO-11510,2023-07-14 19:45:47.950420445,OP019,5,3,2,bend angle,Bend Angle,Scrap,
INSP-1635,WO-11510,2023-07-14 20:03:47.950420445,OP019,5,3,2,bend angle,Bend Angle,Scrap,
INSP-1636,WO-11511,2023-07-14 19:33:07.880597199,OP018,8,7,1,Bend,Bend Angle,Scrap,
INSP-1637,WO-11512,2023-07-14 09:09:33.557527354,OP007,17,13,4,porosity,Porosity,Rework,
INSP-1638,WO-11513,2023-07-14 08:41:16.569422770,OP010,10,10,0,none,None,Pass,Administration debate certain star start up.
INSP-1639,WO-11514,2023-07-14 09:57:16.648526987,OP012,16,16,0,PASS,None,Pass,
INSP-1640,WO-11515,2023-07-14 07:47:24.749967135,OP010,19,19,0,none,None,Pass,
INSP-1641,WO-11515,2023-07-14 08:27:24.749967135,OP010,19,19,0,none,None,Pass,
INSP-1642,WO-11516,2023-07-14 10:24:54.897508289,OP017,10,10,0,Pass,None,Pass,
INSP-1643,WO-11517,2023-07-17 10:44:24.361181299,OP003,10,9,1,Dimensional,Dimensional,Use-As-Is,
INSP-1644,WO-11518,2023-07-17 12:26:24.570086493,OP014,25,25,0,NONE,None,Pass,
INSP-1645,WO-11519,2023-07-17 10:14:31.732384257,OP015,25,21,4,SCRATCH,Surface Scratch,Scrap,
INSP-1646,WO-11520,2023-07-17 09:21:53.269725476,OP012,23,23,0,No Defect,None,Pass,
INSP-1647,WO-11521,2023-07-17 08:16:04.952922531,OP014,19,17,2,SCRATCH,Surface Scratch,Scrap,
INSP-1648,WO-11521,2023-07-17 08:41:04.952922531,OP014,19,17,2,SCRATCH,Surface Scratch,Scrap,
INSP-1649,WO-11522,2023-07-17 10:47:13.281947807,OP019,20,19,1,Dimension Error,Dimensional,Rework,Class drive strong home to.
INSP-1650,WO-11523,2023-07-17 10:37:38.461998180,OP019,17,17,0,none,None,Pass,
INSP-1651,WO-11524,2023-07-17 10:10:13.463204534,OP014,19,19,0,,None,Pass,
INSP-1652,WO-11525,2023-07-17 20:39:59.348109043,OP006,10,9,1,Poros.,Porosity,Scrap,Himself science so ready bad seat.
INSP-1653,WO-11526,2023-07-17 10:44:44.176219436,OP004,25,25,0,none,None,Pass,
INSP-1654,WO-11527,2023-07-17 07:19:27.689712485,OP003,23,23,0,none,None,Pass,
INSP-1655,WO-11528,2023-07-17 10:36:02.210727488,OP018,14,12,2,BURR,Burr,Rework,Approach join stuff future shoulder western.
INSP-1656,WO-11529,2023-07-17 11:38:33.333051901,OP020,20,20,0,NONE,None,Pass,
INSP-1657,WO-11529,2023-07-17 12:02:33.333051901,OP020,20,20,0,NONE,None,Pass,
INSP-1658,WO-11530,2023-07-18 11:51:52.922442732,OP014,11,11,0,OK,None,Pass,
INSP-1659,WO-11531,2023-07-18 18:22:24.060942295,OP017,17,13,4,Dimensional,Dimensional,Scrap,Why for plant situation late direction.
INSP-1660,WO-11532,2023-07-18 10:44:27.139916910,OP006,21,20,1,dim.,Dimensional,Rework,
INSP-1661,WO-11533,2023-07-18 09:23:42.669427819,OP002,5,5,0,,None,Pass,
INSP-1662,WO-11534,2023-07-18 12:18:26.921422479,OP007,17,16,1,dimensional,Dimensional,Rework,
INSP-1663,WO-11535,2023-07-18 08:04:51.357867918,OP004,9,9,0,OK,None,Pass,
INSP-1664,WO-11536,2023-07-18 19:50:02.656443588,OP009,25,25,0,NONE,None,Pass,
INSP-1665,WO-11537,2023-07-18 07:52:04.250627121,OP017,8,8,0,none,None,Pass,Wait it quickly produce beat peace something.
INSP-1666,WO-11538,2023-07-18 21:07:09.678589615,OP007,11,11,0,None,None,Pass,
INSP-1667,WO-11539,2023-07-18 10:18:46.557052216,OP019,12,12,0,,None,Pass,
INSP-1668,WO-11540,2023-07-18 08:46:38.053615030,OP004,23,22,1,Bur,Burr,Use-As-Is,
INSP-1669,WO-11541,2023-07-18 07:57:56.452189444,OP004,10,10,0,Pass,None,Pass,
INSP-1670,WO-11542,2023-07-18 08:51:04.475340986,OP011,25,24,1,weld defect,Weld Defect,Rework,
INSP-1671,WO-11543,2023-07-18 08:38:00.233768301,OP002,10,10,0,,None,Pass,Bank child Republican plant.
INSP-1672,WO-11544,2023-07-18 07:53:24.458567434,OP002,8,7,1,Dimentional,Dimensional,Rework,
INSP-1673,WO-11545,2023-07-19 12:30:28.260113889,OP007,19,19,0,OK,None,Pass,
INSP-1674,WO-11546,2023-07-19 10:42:06.967732743,OP003,23,22,1,weld def.,Weld Defect,Rework,
INSP-1675,WO-11546,2023-07-19 10:48:06.967732743,OP003,23,22,1,weld def.,Weld Defect,Rework,
INSP-1676,WO-11547,2023-07-19 11:13:01.718436021,OP002,6,6,0,,None,Pass,
INSP-1677,WO-11548,2023-07-19 11:21:22.627422654,OP012,17,17,0,PASS,None,Pass,
INSP-1678,WO-11549,2023-07-19 12:14:59.207991336,OP016,18,17,1,Bur,Burr,Rework,
INSP-1679,WO-11550,2023-07-19 08:04:03.838375707,OP010,19,17,2,dimensional,Dimensional,Use-As-Is,
INSP-1680,WO-11551,2023-07-19 17:58:28.722103627,OP004,20,19,1,weld defect,Weld Defect,Rework,
INSP-1681,WO-11552,2023-07-20 19:25:16.485217488,OP014,8,7,1,void,Porosity,Scrap,
INSP-1682,WO-11553,2023-07-20 20:08:21.811890198,OP011,22,20,2,Dim,Dimensional,Rework,
INSP-1683,WO-11554,2023-07-20 09:14:48.228346844,OP002,6,6,0,OK,None,Pass,
INSP-1684,WO-11555,2023-07-20 11:50:47.512325496,OP015,24,24,0,,None,Pass,
INSP-1685,WO-11556,2023-07-20 11:22:28.742439520,OP020,24,22,2,dim.,Dimensional,Scrap,
INSP-1686,WO-11556,2023-07-20 11:25:28.742439520,OP020,24,22,2,dim.,Dimensional,Scrap,
INSP-1687,WO-11557,2023-07-20 16:42:22.093913875,OP012,20,20,0,NONE,None,Pass,
INSP-1688,WO-11558,2023-07-20 08:40:34.724987451,OP018,21,20,1,Bur,Burr,Rework,
INSP-1689,WO-11559,2023-07-20 09:39:30.334228105,OP008,9,6,3,Bend Angle,Bend Angle,Scrap,First blood accept final growth especially.
INSP-1690,WO-11560,2023-07-20 16:30:40.835831793,OP016,5,5,0,None,None,Pass,Beautiful issue news mention.
INSP-1691,WO-11561,2023-07-20 08:25:06.084874802,OP008,24,24,0,None,None,Pass,
INSP-1692,WO-11562,2023-07-21 10:42:55.470532269,OP009,21,19,2,Dimension Error,Dimensional,Scrap,Ago government behavior our.
INSP-1693,WO-11563,2023-07-21 11:44:50.653073703,OP001,10,10,0,none,None,Pass,Tell activity including single right nice.
INSP-1694,WO-11564,2023-07-21 12:12:29.841797740,OP011,22,21,1,Angle Error,Bend Angle,Rework,Occur college herself catch feeling.
INSP-1695,WO-11565,2023-07-21 08:47:43.200429490,OP019,11,11,0,PASS,None,Pass,
INSP-1696,WO-11566,2023-07-21 18:32:42.557604373,OP010,13,12,1,Welding Issue,Weld Defect,Rework,
INSP-1697,WO-11566,2023-07-21 19:05:42.557604373,OP010,13,12,1,Welding Issue,Weld Defect,Rework,
INSP-1698,WO-11567,2023-07-21 12:58:53.609621214,OP004,13,13,0,PASS,None,Pass,
INSP-1699,WO-11568,2023-07-21 09:54:17.047616344,OP012,6,6,0,PASS,None,Pass,
INSP-1700,WO-11569,2023-07-21 08:50:45.454692908,OP003,16,16,0,NONE,None,Pass,
INSP-1701,WO-11570,2023-07-21 11:24:13.234429430,OP013,24,23,1,scrach,Surface Scratch,Rework,
INSP-1702,WO-11571,2023-07-21 19:34:21.421910564,OP016,5,5,0,OK,None,Pass,
INSP-1703,WO-11572,2023-07-21 16:01:51.457301433,OP020,13,12,1,Bur,Burr,Use-As-Is,
INSP-1704,WO-11573,2023-07-21 10:07:57.375588704,OP008,13,12,1,Dim,Dimensional,Rework,
INSP-1705,WO-11574,2023-07-21 18:24:42.896862049,OP004,11,11,0,,None,Pass,
INSP-1706,WO-11575,2023-07-21 19:09:21.564634894,OP004,12,12,0,none,None,Pass,Certainly cold every feel site guess want.
INSP-1707,WO-11576,2023-07-24 08:51:41.366359835,OP016,5,5,0,none,None,Pass,
INSP-1708,WO-11577,2023-07-24 19:23:02.283780148,OP001,6,5,1,SCRATCH,Surface Scratch,Scrap,
INSP-1709,WO-11578,2023-07-24 20:45:39.664317684,OP011,7,7,0,Pass,None,Pass,
INSP-1710,WO-11579,2023-07-24 10:59:57.386784198,OP012,22,21,1,weld def.,Weld Defect,Rework,
INSP-1711,WO-11580,2023-07-24 17:19:08.870194097,OP005,15,15,0,none,None,Pass,
INSP-1712,WO-11581,2023-07-24 17:36:24.107677813,OP003,17,16,1,Surface Scratch,Surface Scratch,Scrap,Many pattern leader career according how success here.
INSP-1713,WO-11582,2023-07-24 17:45:11.250210026,OP002,13,13,0,PASS,None,Pass,
INSP-1714,WO-11582,2023-07-24 18:27:11.250210026,OP002,13,13,0,PASS,None,Pass,
INSP-1715,WO-11583,2023-07-24 08:04:01.678068252,OP007,20,20,0,OK,None,Pass,
INSP-1716,WO-11584,2023-07-24 11:59:55.034442791,OP013,12,6,6,Dim,Dimensional,Rework,
INSP-1717,WO-11585,2023-07-24 09:46:00.753857711,OP007,13,13,0,OK,None,Pass,Key issue statement prepare organization feel.
INSP-1718,WO-11586,2023-07-24 19:12:01.548381407,OP013,21,16,5,bend angle,Bend Angle,Rework,
INSP-1719,WO-11587,2023-07-25 20:09:03.701525894,OP016,22,21,1,Scratch,Surface Scratch,Scrap,
INSP-1720,WO-11588,2023-07-25 16:44:39.679955979,OP005,16,16,0,none,None,Pass,Water cut fire who why fact reason make.
INSP-1721,WO-11589,2023-07-25 12:15:54.444141920,OP017,21,19,2,Out of Angle,Bend Angle,Scrap,
INSP-1722,WO-11590,2023-07-25 09:27:40.203240666,OP013,9,8,1,Dimension Error,Dimensional,Scrap,
INSP-1723,WO-11591,2023-07-25 19:01:17.105218968,OP007,12,9,3,POROSITY,Porosity,Use-As-Is,
INSP-1724,WO-11592,2023-07-25 11:34:45.992879594,OP016,18,18,0,OK,None,Pass,
INSP-1725,WO-11593,2023-07-25 17:14:33.696641056,OP001,8,8,0,Pass,None,Pass,
INSP-1726,WO-11594,2023-07-25 17:00:30.062460476,OP007,21,20,1,Weld,Weld Defect,Scrap,
INSP-1727,WO-11595,2023-07-26 09:20:52.544583392,OP007,5,5,0,None,None,Pass,
INSP-1728,WO-11596,2023-07-26 12:09:58.860245165,OP017,8,8,0,None,None,Pass,
INSP-1729,WO-11596,2023-07-26 12:28:58.860245165,OP017,8,8,0,None,None,Pass,
INSP-1730,WO-11597,2023-07-26 18:09:32.362834747,OP009,17,17,0,OK,None,Pass,
INSP-1731,WO-11598,2023-07-26 19:05:17.876481510,OP016,21,21,0,PASS,None,Pass,
INSP-1732,WO-11599,2023-07-26 11:25:39.498867679,OP002,18,15,3,burr,Burr,Scrap,
INSP-1733,WO-11600,2023-07-26 18:25:46.377939178,OP005,11,11,0,NONE,None,Pass,
INSP-1734,WO-11601,2023-07-26 17:03:07.977506389,OP002,14,14,0,Pass,None,Pass,Site for exactly skill half usually customer.
INSP-1735,WO-11602,2023-07-26 21:10:31.135538307,OP020,22,22,0,None,None,Pass,
INSP-1736,WO-11603,2023-07-26 11:04:54.597025863,OP006,12,12,0,Pass,None,Pass,
INSP-1737,WO-11604,2023-07-26 09:44:51.403971801,OP002,6,6,0,NONE,None,Pass,Conference should agree road wall decide something.
INSP-1738,WO-11605,2023-07-26 08:32:49.725931056,OP006,10,10,0,PASS,None,Pass,Standard somebody important material.
INSP-1739,WO-11606,2023-07-26 19:49:57.210636053,OP001,24,24,0,OK,None,Pass,
INSP-1740,WO-11607,2023-07-26 10:07:24.406904763,OP019,21,18,3,surface scratch,Surface Scratch,Scrap,
INSP-1741,WO-11608,2023-07-27 15:42:19.965995607,OP001,15,15,0,none,None,Pass,
INSP-1742,WO-11609,2023-07-27 16:57:07.378853691,OP008,6,6,0,OK,None,Pass,
INSP-1743,WO-11610,2023-07-27 16:44:35.594162553,OP005,12,11,1,Mat Error,Incorrect Material,Scrap,
INSP-1744,WO-11611,2023-07-27 09:26:11.763874489,OP007,10,9,1,bend angle,Bend Angle,Use-As-Is,Drug probably resource smile available.
INSP-1745,WO-11612,2023-07-27 10:18:20.442198824,OP016,6,6,0,Pass,None,Pass,
INSP-1746,WO-11613,2023-07-27 11:22:17.579755435,OP006,8,8,0,None,None,Pass,
INSP-1747,WO-11614,2023-07-27 16:54:02.408471366,OP014,7,7,0,Pass,None,Pass,
INSP-1748,WO-11615,2023-07-27 17:22:23.334893393,OP018,18,14,4,Sharp Burr,Burr,Rework,
INSP-1749,WO-11616,2023-07-27 09:51:55.729701642,OP004,8,5,3,weld def.,Weld Defect,Rework,Look husband media turn reality myself so growth.
INSP-1750,WO-11617,2023-07-27 18:01:30.980512001,OP019,23,22,1,Dimensional,Dimensional,Scrap,Order trial body eat professor coach partner.
INSP-1751,WO-11618,2023-07-27 12:30:16.589748024,OP016,7,7,0,Pass,None,Pass,
INSP-1752,WO-11619,2023-07-27 16:54:39.673467588,OP018,19,18,1,WELD,Weld Defect,Rework,
INSP-1753,WO-11620,2023-07-27 18:03:15.910978098,OP013,11,11,0,PASS,None,Pass,
INSP-1754,WO-11621,2023-07-27 17:50:46.079408640,OP013,19,19,0,OK,None,Pass,Worker quality hundred sell whole involve action.
INSP-1755,WO-11622,2023-07-28 19:42:23.022015646,OP004,25,24,1,surface scratch,Surface Scratch,Scrap,
INSP-1756,WO-11623,2023-07-28 17:38:17.220651937,OP010,19,17,2,Void,Porosity,Use-As-Is,
INSP-1757,WO-11624,2023-07-28 12:51:33.329588483,OP005,25,25,0,Pass,None,Pass,
INSP-1758,WO-11624,2023-07-28 12:58:33.329588483,OP005,25,25,0,Pass,None,Pass,
INSP-1759,WO-11625,2023-07-28 20:35:24.131908467,OP006,7,6,1,dimensional,Dimensional,Scrap,Develop section newspaper reach determine.
INSP-1760,WO-11626,2023-07-28 16:03:42.079380977,OP007,20,19,1,Angle Error,Bend Angle,Scrap,
INSP-1761,WO-11627,2023-07-28 08:58:02.976529300,OP012,23,22,1,Dimensional,Dimensional,Rework,
INSP-1762,WO-11628,2023-07-28 20:27:27.895344580,OP015,7,7,0,No Defect,None,Pass,
INSP-1763,WO-11629,2023-07-28 20:09:01.317614847,OP011,20,19,1,weld defect,Weld Defect,Rework,
INSP-1764,WO-11630,2023-07-28 15:27:20.840094232,OP019,16,15,1,Weld Defect,Weld Defect,Scrap,
INSP-1765,WO-11631,2023-07-31 10:05:39.947571970,OP001,6,6,0,,None,Pass,
INSP-1766,WO-11632,2023-07-31 17:46:45.122897005,OP014,13,12,1,Weld Defect,Weld Defect,Scrap,
INSP-1767,WO-11633,2023-07-31 09:10:26.411354686,OP002,22,21,1,weld defect,Weld Defect,Use-As-Is,
INSP-1768,WO-11634,2023-07-31 18:50:14.566419453,OP003,16,14,2,porosity,Porosity,Rework,Hospital sign open matter general agency.
INSP-1769,WO-11635,2023-07-31 19:24:57.514160812,OP005,6,6,0,,None,Pass,
INSP-1770,WO-11635,2023-07-31 20:07:57.514160812,OP005,6,6,0,,None,Pass,
INSP-1771,WO-11636,2023-07-31 11:32:16.026494227,OP009,23,22,1,void,Porosity,Rework,
INSP-1772,WO-11637,2023-08-01 18:45:34.373048345,OP016,25,25,0,Pass,None,Pass,
INSP-1773,WO-11638,2023-08-01 17:10:17.200939714,OP013,13,9,4,Out of Angle,Bend Angle,Rework,Far turn beat story.
INSP-1774,WO-11639,2023-08-01 18:09:20.478892750,OP020,14,13,1,Wrong Mat,Incorrect Material,Use-As-Is,
INSP-1775,WO-11640,2023-08-01 08:24:45.480037995,OP015,7,7,0,Pass,None,Pass,Give gas six miss.
INSP-1776,WO-11641,2023-08-01 18:49:56.381101510,OP001,18,15,3,scrach,Surface Scratch,Scrap,
INSP-1777,WO-11642,2023-08-01 17:05:22.470238081,OP004,14,13,1,Dim,Dimensional,Rework,
INSP-1778,WO-11643,2023-08-02 10:49:26.760244459,OP005,22,20,2,Welding Issue,Weld Defect,Rework,
INSP-1779,WO-11644,2023-08-02 19:09:39.306323784,OP017,15,14,1,dim.,Dimensional,Rework,Live just recent five feel special.
