work_order_id,part_number_raw,part_number_clean,customer,quantity_ordered,machine_id,operator_id_raw,operator_id_clean,shift_code,lot_id_raw,lot_id_clean,order_date,scheduled_start,actual_start,complexity,material_type,requires_welding,std_labor_hrs
WO-11820,P1033,P-1033,Customer F,315,M04,OP011,OP011,Shift B,LOT-1048,LOT-1048,2023-08-23,2023-08-23 15:33:00,2023-08-23 15:49:00,Medium,Stainless 304,True,4.52
WO-11821,P-1013,P-1013,Customer D,166,M05,OP006,OP006,Shift B,,LOT-1140,2023-08-23,2023-08-23 14:07:00,2023-08-23 14:12:00,Low,Stainless 304,True,2.94
WO-11822,P-1018,P-1018,Customer H,271,M07,OP020,OP020,Shift A,LOT-1063,LOT-1063,2023-08-23,2023-08-23 06:34:00,2023-08-23 07:46:00,High,16ga Steel,True,2.78
WO-11823,P1007,P-1007,Customer B,323,M02,OP018,OP018,Shift A,LOT-1157,LOT-1157,2023-08-23,2023-08-23 06:09:00,2023-08-23 07:37:00,Medium,16ga Steel,True,0.78
WO-11824,P-1033,P-1033,Customer F,231,M04,OP005,OP005,Shift A,LOT1047,LOT-1047,2023-08-23,2023-08-23 06:01:00,2023-08-23 06:03:00,Medium,Stainless 304,True,4.52
WO-11825,P-1010,P-1010,Customer A,456,M05,OP002,OP002,,LOT-1049,LOT-1049,2023-08-23,2023-08-23 05:53:00,2023-08-23 06:34:00,Low,Stainless 304,True,4.08
WO-11826,P1020,P-1020,Customer A,488,M06,OP013,OP013,Shift A,LOT-1055,LOT-1055,2023-08-24,2023-08-24 05:07:00,2023-08-24 06:35:00,Low,Aluminum 5052,False,3.38
WO-11827,P-1010,P-1010,Customer A,283,M03,OP016,OP016,Shift B,LOT-1032,LOT-1032,2023-08-24,2023-08-24 13:43:00,2023-08-24 14:03:00,Low,Stainless 304,True,4.08
WO-11828,PART-1029,P-1029,Customer B,322,M04,OP007,OP007,Shift B,LOT-1166,LOT-1166,2023-08-24,2023-08-24 13:30:00,2023-08-24 14:56:00,Low,"1/4"" Plate",True,3.64
WO-11829,P1013,P-1013,Customer D,287,M02,OP018,OP018,Shift A,LOT-1171,LOT-1171,2023-08-24,2023-08-24 06:05:00,2023-08-24 06:56:00,Low,Stainless 304,True,2.94
WO-11830,P-1011,P-1011,Customer B,268,M06,OP012,OP012,Shift B,,LOT-1062,2023-08-24,2023-08-24 13:47:00,2023-08-24 14:12:00,High,Aluminum 5052,True,1.39
WO-11831,PART-1014,P-1014,Customer A,246,M04,OP004,OP004,Shift A,LOT-1130,LOT-1130,2023-08-24,2023-08-24 06:14:00,2023-08-24 06:22:00,Low,12ga Steel,False,0.62
WO-11832,P-1030,P-1030,Customer G,396,M01,OP001,OP001,Shift B,1070,LOT-1070,2023-08-25,2023-08-25 13:54:00,2023-08-25 14:41:00,Medium,12ga Steel,True,2.15
WO-11833,P-1010,P-1010,Customer A,75,M03,OP019,OP019,Shift A,L-1101,LOT-1101,2023-08-25,2023-08-25 05:53:00,2023-08-25 06:49:00,Low,Stainless 304,True,4.08
WO-11834,P-1026,P-1026,Customer D,446,M06,OP018,OP018,Shift A,LOT-1030,LOT-1030,2023-08-25,2023-08-25 07:06:00,2023-08-25 07:37:00,High,14ga Steel,False,4.66
WO-11835,p-1034,P-1034,Customer E,87,M02,OP010,OP010,Shift B,LOT-1134,LOT-1134,2023-08-25,2023-08-25 13:57:00,2023-08-25 14:45:00,Medium,12ga Steel,False,2.39
WO-11836,P-1023,P-1023,Customer F,114,M02,OP014,OP014,Shift B,1070,LOT-1070,2023-08-25,2023-08-25 13:04:00,2023-08-25 14:08:00,Medium,12ga Steel,True,2.76
WO-11837,P-1010,P-1010,Customer A,162,M03,OP010,OP010,Shift B,LOT-1140,LOT-1140,2023-08-25,2023-08-25 13:34:00,2023-08-25 14:48:00,Low,Stainless 304,True,4.08
WO-11838,P 1001,P-1001,Customer A,165,M07,OP008,OP008,,LOT-1023,LOT-1023,2023-08-25,2023-08-25 14:41:00,2023-08-25 15:37:00,Medium,16ga Steel,True,1.02
WO-11839,P1025,P-1025,Customer C,264,M06,OP001,OP001,Shift B,L-1101,LOT-1101,2023-08-25,2023-08-25 14:34:00,2023-08-25 15:19:00,Medium,Stainless 304,False,4.83
WO-11840,P-1018,P-1018,Customer H,157,M05,OP008,OP008,Shift B,LOT-1141,LOT-1141,2023-08-25,2023-08-25 13:20:00,2023-08-25 14:26:00,High,16ga Steel,True,2.78
WO-11841,P-1021,P-1021,Customer C,309,M03,OP017,OP017,Shift A,LOT-1124,LOT-1124,2023-08-25,2023-08-25 05:51:00,2023-08-25 06:24:00,High,14ga Steel,False,4.75
WO-11842,P-1018,P-1018,Customer H,97,M07,OP001,OP001,Shift B,LOT-1038,LOT-1038,2023-08-25,2023-08-25 15:52:00,2023-08-25 15:56:00,High,16ga Steel,True,2.78
WO-11843,p-1010,P-1010,Customer A,101,M03,Connie Lawrence,OP006,Shift B,LOT-1144,LOT-1144,2023-08-25,2023-08-25 13:29:00,2023-08-25 14:01:00,Low,Stainless 304,True,4.08
WO-11844,P1022,P-1022,Customer G,31,M03,Gabrielle Davis,OP009,Shift A,LOT-1163,LOT-1163,2023-08-25,2023-08-25 06:16:00,2023-08-25 06:55:00,Medium,Stainless 304,False,1.03
WO-11845,P-1034,P-1034,Customer E,453,M02,OP020,OP020,Shift A,LOT-1058,LOT-1058,2023-08-25,2023-08-25 06:16:00,2023-08-25 06:35:00,Medium,12ga Steel,False,2.39
WO-11846,P1023,P-1023,Customer F,455,M05,OP002,OP002,Shift A,LOT-1147,LOT-1147,2023-08-28,2023-08-28 06:21:00,2023-08-28 07:06:00,Medium,12ga Steel,True,2.76
WO-11847,P-1013,P-1013,Customer D,287,M02,OP015,OP015,Shift A,1088,LOT-1088,2023-08-28,2023-08-28 06:15:00,2023-08-28 06:52:00,Low,Stainless 304,True,2.94
WO-11848,P-1027,P-1027,Customer F,251,M07,OP016,OP016,Shift B,LOT1020,LOT-1020,2023-08-28,2023-08-28 13:19:00,2023-08-28 14:41:00,Medium,Stainless 304,False,3.84
WO-11849,P1002,P-1002,Customer E,34,M01,OP004,OP004,Shift A,LOT-1153,LOT-1153,2023-08-28,2023-08-28 07:19:00,2023-08-28 07:56:00,Medium,Aluminum 5052,False,4.78
WO-11850,P-1019,P-1019,Customer E,226,M06,OP006,OP006,Shift B,LOT-1141,LOT-1141,2023-08-28,2023-08-28 14:51:00,2023-08-28 15:42:00,Medium,16ga Steel,True,0.85
WO-11851,P-1023,P-1023,Customer F,186,M02,OP013,OP013,Shift A,LOT-1026,LOT-1026,2023-08-28,2023-08-28 05:12:00,2023-08-28 06:07:00,Medium,12ga Steel,True,2.76
WO-11852,P1030,P-1030,Customer G,179,M01,OP015,OP015,Shift A,LOT-1037,LOT-1037,2023-08-28,2023-08-28 04:46:00,2023-08-28 06:07:00,Medium,12ga Steel,True,2.15
WO-11853,P-1018,P-1018,Customer H,412,M07,OP001,OP001,Shift B,LOT-1057,LOT-1057,2023-08-28,2023-08-28 14:18:00,2023-08-28 15:34:00,High,16ga Steel,True,2.78
WO-11854,P-1014,P-1014,Customer A,13,M04,OP010,OP010,Shift B,LOT-1113,LOT-1113,2023-08-28,2023-08-28 14:24:00,2023-08-28 14:34:00,Low,12ga Steel,False,0.62
WO-11855,p-1008,P-1008,Customer G,470,M05,OP010,OP010,Shift B,LOT-1162,LOT-1162,2023-08-28,2023-08-28 14:44:00,2023-08-28 14:44:00,Low,"3/8"" Plate",False,1.97
WO-11856,P1015,P-1015,Customer D,251,M07,OP006,OP006,Shift B,LOT-1092,LOT-1092,2023-08-28,2023-08-28 13:38:00,2023-08-28 14:59:00,Medium,"3/8"" Plate",False,3.73
WO-11857,P-1009,P-1009,Customer A,174,M05,OP012,OP012,Shift B,LOT-1165,LOT-1165,2023-08-28,2023-08-28 13:58:00,2023-08-28 14:39:00,Medium,12ga Steel,False,4.93
WO-11858,P1020,P-1020,Customer A,170,M06,OP005,OP005,Shift A,LOT-1022,LOT-1022,2023-08-28,2023-08-28 06:54:00,2023-08-28 07:08:00,Low,Aluminum 5052,False,3.38
WO-11859,PART-1020,P-1020,Customer A,280,M06,OP010,OP010,Shift B,1083,LOT-1083,2023-08-29,2023-08-29 14:15:00,2023-08-29 14:21:00,Low,Aluminum 5052,False,3.38
WO-11860,P-1023,P-1023,Customer F,405,M06,OP016,OP016,Shift B,LOT-1026,LOT-1026,2023-08-29,2023-08-29 14:44:00,2023-08-29 15:40:00,Medium,12ga Steel,True,2.76
WO-11861,p-1033,P-1033,Customer F,302,M04,OP003,OP003,Shift B,,LOT-1088,2023-08-29,2023-08-29 15:11:00,2023-08-29 15:44:00,Medium,Stainless 304,True,4.52
WO-11862,P-1018,P-1018,Customer H,121,M07,OP002,OP002,Shift A,LOT-1157,LOT-1157,2023-08-29,2023-08-29 06:04:00,2023-08-29 06:12:00,High,16ga Steel,True,2.78
WO-11863,P-1012,P-1012,Customer D,252,M04,OP019,OP019,Shift A,LOT-1173,LOT-1173,2023-08-29,2023-08-29 07:37:00,2023-08-29 07:59:00,Medium,"3/8"" Plate",False,1.39
WO-11864,P-1004,P-1004,Customer D,42,M06,OP006,OP006,Shift B,,LOT-1092,2023-08-29,2023-08-29 14:56:00,2023-08-29 15:11:00,Medium,"3/8"" Plate",True,4.61
WO-11865,P-1028,P-1028,Customer B,425,M06,OP011,OP011,Shift B,LOT-1146,LOT-1146,2023-08-29,2023-08-29 14:41:00,2023-08-29 15:46:00,Low,16ga Steel,False,3.53
WO-11866,P-1003,P-1003,Customer D,159,M04,OP019,OP019,Shift A,,LOT-1136,2023-08-29,2023-08-29 06:55:00,2023-08-29 07:43:00,Medium,"1/4"" Plate",False,4.63
WO-11867,PART-1031,P-1031,Customer B,168,M05,OP018,OP018,Shift A,LOT-1120,LOT-1120,2023-08-29,2023-08-29 06:47:00,2023-08-29 07:37:00,Medium,"1/4"" Plate",True,3.44
WO-11868,P1008,P-1008,Customer G,304,M05,OP011,OP011,Shift B,LOT-1109,LOT-1109,2023-08-29,2023-08-29 15:00:00,2023-08-29 15:03:00,Low,"3/8"" Plate",False,1.97
WO-11869,P1002,P-1002,Customer E,282,M01,OP002,OP002,Shift A,LOT-1129,LOT-1129,2023-08-29,2023-08-29 05:47:00,2023-08-29 07:14:00,Medium,Aluminum 5052,False,4.78
WO-11870,P-1021,P-1021,Customer C,473,M03,OP004,OP004,Shift A,LOT-1059,LOT-1059,2023-08-29,2023-08-29 06:19:00,2023-08-29 07:42:00,High,14ga Steel,False,4.75
WO-11871,P-1018,P-1018,Customer H,97,M07,OP008,OP008,Shift B,LOT-1177,LOT-1177,2023-08-29,2023-08-29 14:50:00,2023-08-29 15:37:00,High,16ga Steel,True,2.78
WO-11872,P1031,P-1031,Customer B,101,M05,OP016,OP016,Shift B,LOT-1181,LOT-1181,2023-08-29,2023-08-29 13:57:00,2023-08-29 14:53:00,Medium,"1/4"" Plate",True,3.44
WO-11873,P-1029,P-1029,Customer B,17,M04,OP005,OP005,Shift A,LOT-1181,LOT-1181,2023-08-30,2023-08-30 06:43:00,2023-08-30 07:57:00,Low,"1/4"" Plate",True,3.64
WO-11874,P-1033,P-1033,Customer F,457,M04,OP008,OP008,Shift B,LOT-1155,LOT-1155,2023-08-30,2023-08-30 13:37:00,2023-08-30 14:27:00,Medium,Stainless 304,True,4.52
WO-11875,P-1033,P-1033,Customer F,284,M04,OP004,OP004,Shift A,,LOT-1188,2023-08-30,2023-08-30 07:38:00,2023-08-30 07:48:00,Medium,Stainless 304,True,4.52
WO-11876,P-1015,P-1015,Customer D,430,M07,OP014,OP014,,LOT-1098,LOT-1098,2023-08-30,2023-08-30 14:17:00,2023-08-30 15:36:00,Medium,"3/8"" Plate",False,3.73
WO-11877,P-1010,P-1010,Customer A,116,M03,Derek Zuniga,OP018,Shift A,LOT-1108,LOT-1108,2023-08-30,2023-08-30 07:12:00,2023-08-30 07:59:00,Low,Stainless 304,True,4.08
WO-11878,P-1005,P-1005,Customer C,438,M07,OP014,OP014,Shift B,,LOT-1013,2023-08-30,2023-08-30 15:23:00,2023-08-30 15:47:00,Low,16ga Steel,False,3.09
WO-11879,P1008,P-1008,Customer G,15,M05,OP001,OP001,Shift B,,LOT-1034,2023-08-30,2023-08-30 13:42:00,2023-08-30 14:50:00,Low,"3/8"" Plate",False,1.97
WO-11880,P-1008,P-1008,Customer G,228,M05,OP008,OP008,,LOT-1033,LOT-1033,2023-08-30,2023-08-30 15:00:00,2023-08-30 15:07:00,Low,"3/8"" Plate",False,1.97
WO-11881,P-1033,P-1033,Customer F,460,M04,OP014,OP014,Shift B,LOT-1125,LOT-1125,2023-08-30,2023-08-30 13:51:00,2023-08-30 14:18:00,Medium,Stainless 304,True,4.52
WO-11882,P-1029,P-1029,Customer B,215,M06,OP017,OP017,Shift A,LOT-1074,LOT-1074,2023-08-30,2023-08-30 06:17:00,2023-08-30 07:13:00,Low,"1/4"" Plate",True,3.64
WO-11883,P-1005,P-1005,Customer C,418,M07,OP015,OP015,Shift A,LOT-1018,LOT-1018,2023-08-30,2023-08-30 04:43:00,2023-08-30 06:13:00,Low,16ga Steel,False,3.09
WO-11884,P-1000,P-1000,Customer B,499,M03,OP014,OP014,Shift B,LOT-1176,LOT-1176,2023-08-30,2023-08-30 13:40:00,2023-08-30 15:05:00,Low,Stainless 304,True,2.03
WO-11885,P-1015,P-1015,Customer D,105,M07,OP015,OP015,Shift A,1068,LOT-1068,2023-08-30,2023-08-30 06:23:00,2023-08-30 06:37:00,Medium,"3/8"" Plate",False,3.73
WO-11886,P-1006,P-1006,Customer B,270,M02,OP008,OP008,Shift B,LOT-1021,LOT-1021,2023-08-30,2023-08-30 13:42:00,2023-08-30 14:42:00,Medium,"1/4"" Plate",False,2.57
WO-11887,P-1031,P-1031,Customer B,478,M05,OP018,OP018,Shift A,LOT-1194,LOT-1194,2023-08-30,2023-08-30 07:04:00,2023-08-30 07:26:00,Medium,"1/4"" Plate",True,3.44
WO-11888,P-1005,P-1005,Customer C,63,M07,OP008,OP008,Shift B,LOT-1100,LOT-1100,2023-08-31,2023-08-31 13:35:00,2023-08-31 15:04:00,Low,16ga Steel,False,3.09
WO-11889,p-1029,P-1029,Customer B,31,M04,OP007,OP007,Shift B,LOT-1193,LOT-1193,2023-08-31,2023-08-31 15:11:00,2023-08-31 15:26:00,Low,"1/4"" Plate",True,3.64
WO-11890,P-1002,P-1002,Customer E,259,M01,OP019,OP019,Shift A,,LOT-1066,2023-08-31,2023-08-31 05:06:00,2023-08-31 06:00:00,Medium,Aluminum 5052,False,4.78
WO-11891,P-1008,P-1008,Customer G,306,M05,OP013,OP013,Shift A,LOT1010,LOT-1010,2023-08-31,2023-08-31 06:27:00,2023-08-31 07:07:00,Low,"3/8"" Plate",False,1.97
WO-11892,P1013,P-1013,Customer D,450,M02,OP020,OP020,Shift A,LOT-1032,LOT-1032,2023-08-31,2023-08-31 05:59:00,2023-08-31 07:16:00,Low,Stainless 304,True,2.94
WO-11893,P-1000,P-1000,Customer B,173,M03,OP005,OP005,Shift A,LOT-1189,LOT-1189,2023-08-31,2023-08-31 07:04:00,2023-08-31 07:48:00,Low,Stainless 304,True,2.03
WO-11894,P-1007,P-1007,Customer B,464,M02,OP015,OP015,Shift A,,LOT-1100,2023-08-31,2023-08-31 05:45:00,2023-08-31 07:07:00,Medium,16ga Steel,True,0.78
WO-11895,P1027,P-1027,Customer F,434,M07,OP004,OP004,,LOT-1178,LOT-1178,2023-08-31,2023-08-31 07:10:00,2023-08-31 07:49:00,Medium,Stainless 304,False,3.84
WO-11896,P-1013,P-1013,Customer D,129,M02,OP019,OP019,Shift A,LOT1047,LOT-1047,2023-08-31,2023-08-31 06:56:00,2023-08-31 07:32:00,Low,Stainless 304,True,2.94
WO-11897,PART-1030,P-1030,Customer G,492,M01,OP001,OP001,Shift B,LOT-1143,LOT-1143,2023-08-31,2023-08-31 14:15:00,2023-08-31 14:39:00,Medium,12ga Steel,True,2.15
WO-11898,P-1032,P-1032,Customer F,95,M06,OP001,OP001,Shift B,,LOT-1055,2023-08-31,2023-08-31 13:49:00,2023-08-31 14:22:00,Medium,Aluminum 5052,False,2.02
WO-11899,P-1004,P-1004,Customer D,13,M06,OP009,OP009,Shift A,LOT-1190,LOT-1190,2023-08-31,2023-08-31 06:53:00,2023-08-31 07:28:00,Medium,"3/8"" Plate",True,4.61
WO-11900,P1004,P-1004,Customer D,91,M06,OP002,OP002,Shift A,1068,LOT-1068,2023-08-31,2023-08-31 06:36:00,2023-08-31 07:06:00,Medium,"3/8"" Plate",True,4.61
WO-11901,p-1004,P-1004,Customer D,288,M06,OP020,OP020,Shift A,,LOT-1103,2023-08-31,2023-08-31 06:06:00,2023-08-31 06:09:00,Medium,"3/8"" Plate",True,4.61
WO-11902,P-1030,P-1030,Customer G,50,M01,OP017,OP017,Shift A,LOT-1113,LOT-1113,2023-09-01,2023-09-01 05:33:00,2023-09-01 06:11:00,Medium,12ga Steel,True,2.15
WO-11903,P-1009,P-1009,Customer A,65,M05,Lisa Hensley,OP013,Shift A,LOT-1039,LOT-1039,2023-09-01,2023-09-01 04:52:00,2023-09-01 06:11:00,Medium,12ga Steel,False,4.93
WO-11904,P-1003,P-1003,Customer D,35,M04,OP009,OP009,Shift A,LOT1161,LOT-1161,2023-09-01,2023-09-01 06:25:00,2023-09-01 06:44:00,Medium,"1/4"" Plate",False,4.63
WO-11905,P-1034,P-1034,Customer E,314,M02,OP012,OP012,Shift B,LOT-1095,LOT-1095,2023-09-01,2023-09-01 14:19:00,2023-09-01 14:49:00,Medium,12ga Steel,False,2.39
WO-11906,P1025,P-1025,Customer C,15,M06,OP006,OP006,Shift B,LOT-1171,LOT-1171,2023-09-01,2023-09-01 14:34:00,2023-09-01 15:34:00,Medium,Stainless 304,False,4.83
WO-11907,P1020,P-1020,Customer A,16,M06,OP002,OP002,,LOT-1111,LOT-1111,2023-09-01,2023-09-01 06:52:00,2023-09-01 07:51:00,Low,Aluminum 5052,False,3.38
WO-11908,P-1013,P-1013,Customer D,114,M02,OP003,OP003,Shift B,1035,LOT-1035,2023-09-01,2023-09-01 13:22:00,2023-09-01 14:10:00,Low,Stainless 304,True,2.94
WO-11909,P-1002,P-1002,Customer E,431,M01,OP003,OP003,Shift B,LOT-1153,LOT-1153,2023-09-01,2023-09-01 12:37:00,2023-09-01 14:07:00,Medium,Aluminum 5052,False,4.78
WO-11910,p-1017,P-1017,Customer D,45,M01,OP003,OP003,Shift B,,LOT-1017,2023-09-01,2023-09-01 14:35:00,2023-09-01 14:35:00,High,Aluminum 5052,False,4.9
WO-11911,P-1029,P-1029,Customer B,448,M04,OP008,OP008,Shift B,LOT-1120,LOT-1120,2023-09-01,2023-09-01 14:32:00,2023-09-01 14:48:00,Low,"1/4"" Plate",True,3.64
WO-11912,P-1011,P-1011,Customer B,498,M06,OP007,OP007,Shift B,LOT-1017,LOT-1017,2023-09-01,2023-09-01 14:23:00,2023-09-01 15:48:00,High,Aluminum 5052,True,1.39
WO-11913,P1001,P-1001,Customer A,116,M07,OP008,OP008,Shift B,LOT1197,LOT-1197,2023-09-01,2023-09-01 13:31:00,2023-09-01 14:24:00,Medium,16ga Steel,True,1.02
WO-11914,P1022,P-1022,Customer G,318,M03,OP003,OP003,Shift B,,LOT-1176,2023-09-01,2023-09-01 13:54:00,2023-09-01 15:05:00,Medium,Stainless 304,False,1.03
WO-11915,P-1001,P-1001,Customer A,77,M07,OP013,OP013,Shift A,LOT1001,LOT-1001,2023-09-01,2023-09-01 05:54:00,2023-09-01 07:07:00,Medium,16ga Steel,True,1.02
WO-11916,PART-1007,P-1007,Customer B,397,M02,OP014,OP014,Shift B,LOT1001,LOT-1001,2023-09-01,2023-09-01 14:17:00,2023-09-01 15:34:00,Medium,16ga Steel,True,0.78
WO-11917,P-1016,P-1016,Customer G,204,M05,OP014,OP014,Shift B,LOT-1003,LOT-1003,2023-09-04,2023-09-04 15:07:00,2023-09-04 15:08:00,Low,14ga Steel,False,4.13
WO-11918,p-1032,P-1032,Customer F,295,M06,OP008,OP008,Shift B,,LOT-1036,2023-09-04,2023-09-04 13:16:00,2023-09-04 14:28:00,Medium,Aluminum 5052,False,2.02
WO-11919,P-1007,P-1007,Customer B,216,M02,OP018,OP018,Shift A,,LOT-1057,2023-09-04,2023-09-04 06:12:00,2023-09-04 07:19:00,Medium,16ga Steel,True,0.78
WO-11920,P-1012,P-1012,Customer D,127,M04,OP016,OP016,Shift B,LOT-1092,LOT-1092,2023-09-04,2023-09-04 14:16:00,2023-09-04 14:50:00,Medium,"3/8"" Plate",False,1.39
WO-11921,P-1032,P-1032,Customer F,280,M06,OP008,OP008,Shift B,LOT-1017,LOT-1017,2023-09-04,2023-09-04 13:32:00,2023-09-04 14:07:00,Medium,Aluminum 5052,False,2.02
WO-11922,P-1027,P-1027,Customer F,382,M07,OP005,OP005,Shift A,,LOT-1032,2023-09-04,2023-09-04 05:52:00,2023-09-04 06:10:00,Medium,Stainless 304,False,3.84
WO-11923,p-1000,P-1000,Customer B,390,M05,Ryan Munoz,OP010,Shift B,,LOT-1101,2023-09-04,2023-09-04 14:24:00,2023-09-04 15:15:00,Low,Stainless 304,True,2.03
WO-11924,P-1029,P-1029,Customer B,217,M05,Carla Gray,OP020,Shift A,LOT1161,LOT-1161,2023-09-04,2023-09-04 06:05:00,2023-09-04 06:07:00,Low,"1/4"" Plate",True,3.64
WO-11925,P1005,P-1005,Customer C,113,M07,OP016,OP016,Shift B,LOT-1141,LOT-1141,2023-09-04,2023-09-04 12:54:00,2023-09-04 14:08:00,Low,16ga Steel,False,3.09
WO-11926,P-1034,P-1034,Customer E,441,M02,Brian Ramirez,OP016,Shift B,,LOT-1097,2023-09-04,2023-09-04 14:09:00,2023-09-04 15:19:00,Medium,12ga Steel,False,2.39
WO-11927,P1027,P-1027,Customer F,440,M07,OP008,OP008,Shift B,,LOT-1035,2023-09-04,2023-09-04 13:53:00,2023-09-04 14:58:00,Medium,Stainless 304,False,3.84
WO-11928,P-1017,P-1017,Customer D,59,M01,OP009,OP009,Shift A,LOT-1017,LOT-1017,2023-09-04,2023-09-04 06:18:00,2023-09-04 06:28:00,High,Aluminum 5052,False,4.9
WO-11929,P 1005,P-1005,Customer C,106,M07,OP008,OP008,Shift B,,LOT-1159,2023-09-05,2023-09-05 13:44:00,2023-09-05 15:09:00,Low,16ga Steel,False,3.09
WO-11930,P-1000,P-1000,Customer B,202,M03,OP015,OP015,Shift A,LOT-1108,LOT-1108,2023-09-05,2023-09-05 05:44:00,2023-09-05 07:01:00,Low,Stainless 304,True,2.03
WO-11931,P-1016,P-1016,Customer G,376,M05,OP016,OP016,,LOT-1151,LOT-1151,2023-09-05,2023-09-05 15:20:00,2023-09-05 15:27:00,Low,14ga Steel,False,4.13
WO-11932,P-1008,P-1008,Customer G,481,M05,OP001,OP001,Shift B,LOT-1105,LOT-1105,2023-09-05,2023-09-05 14:16:00,2023-09-05 14:44:00,Low,"3/8"" Plate",False,1.97
WO-11933,P 1032,P-1032,Customer F,210,M06,OP016,OP016,Shift B,1195,LOT-1195,2023-09-05,2023-09-05 13:02:00,2023-09-05 14:09:00,Medium,Aluminum 5052,False,2.02
WO-11934,P-1022,P-1022,Customer G,477,M03,OP018,OP018,Shift A,LOT-1108,LOT-1108,2023-09-05,2023-09-05 06:05:00,2023-09-05 06:29:00,Medium,Stainless 304,False,1.03
WO-11935,P-1026,P-1026,Customer D,54,M06,OP006,OP006,Shift B,LOT-1112,LOT-1112,2023-09-05,2023-09-05 14:49:00,2023-09-05 15:01:00,High,14ga Steel,False,4.66
WO-11936,P-1008,P-1008,Customer G,333,M05,OP003,OP003,Shift B,LOT-1046,LOT-1046,2023-09-05,2023-09-05 13:56:00,2023-09-05 14:40:00,Low,"3/8"" Plate",False,1.97
WO-11937,P-1001,P-1001,Customer A,37,M05,OP007,OP007,,LOT-1206,LOT-1206,2023-09-05,2023-09-05 14:16:00,2023-09-05 15:27:00,Medium,16ga Steel,True,1.02
WO-11938,P 1015,P-1015,Customer D,75,M07,OP018,OP018,Shift A,,LOT-1076,2023-09-05,2023-09-05 04:52:00,2023-09-05 06:12:00,Medium,"3/8"" Plate",False,3.73
WO-11939,P1027,P-1027,Customer F,15,M07,OP015,OP015,Shift A,,LOT-1188,2023-09-05,2023-09-05 06:40:00,2023-09-05 07:34:00,Medium,Stainless 304,False,3.84
WO-11940,P-1020,P-1020,Customer A,83,M06,OP013,OP013,Shift A,LOT-1148,LOT-1148,2023-09-06,2023-09-06 06:48:00,2023-09-06 07:41:00,Low,Aluminum 5052,False,3.38
WO-11941,P-1014,P-1014,Customer A,197,M04,OP011,OP011,Shift B,,LOT-1187,2023-09-06,2023-09-06 13:01:00,2023-09-06 14:21:00,Low,12ga Steel,False,0.62
WO-11942,P-1013,P-1013,Customer D,219,M02,OP012,OP012,Shift B,L-1101,LOT-1101,2023-09-06,2023-09-06 14:45:00,2023-09-06 15:05:00,Low,Stainless 304,True,2.94
WO-11943,P-1020,P-1020,Customer A,11,M06,OP005,OP005,Shift A,LOT-1129,LOT-1129,2023-09-06,2023-09-06 05:32:00,2023-09-06 06:25:00,Low,Aluminum 5052,False,3.38
WO-11944,P 1024,P-1024,Customer E,328,M01,OP011,OP011,Shift B,LOT-1057,LOT-1057,2023-09-06,2023-09-06 14:12:00,2023-09-06 15:04:00,Low,16ga Steel,False,3.13
WO-11945,P-1034,P-1034,Customer E,51,M02,OP014,OP014,Shift B,LOT-1054,LOT-1054,2023-09-06,2023-09-06 14:16:00,2023-09-06 15:30:00,Medium,12ga Steel,False,2.39
WO-11946,P-1003,P-1003,Customer D,266,M04,Dylan Miller,OP015,Shift A,1045,LOT-1045,2023-09-06,2023-09-06 06:13:00,2023-09-06 06:51:00,Medium,"1/4"" Plate",False,4.63
WO-11947,P-1009,P-1009,Customer A,381,M05,OP009,OP009,Shift A,LOT-1026,LOT-1026,2023-09-06,2023-09-06 05:31:00,2023-09-06 06:19:00,Medium,12ga Steel,False,4.93
WO-11948,P-1009,P-1009,Customer A,387,M05,OP005,OP005,Shift A,LOT-1168,LOT-1168,2023-09-06,2023-09-06 07:33:00,2023-09-06 07:53:00,Medium,12ga Steel,False,4.93
WO-11949,P1022,P-1022,Customer G,420,M03,OP016,OP016,Shift B,,LOT-1188,2023-09-06,2023-09-06 15:31:00,2023-09-06 15:42:00,Medium,Stainless 304,False,1.03
WO-11950,P-1007,P-1007,Customer B,448,M02,OP020,OP020,Shift A,LOT-1175,LOT-1175,2023-09-06,2023-09-06 06:00:00,2023-09-06 06:29:00,Medium,16ga Steel,True,0.78
WO-11951,P-1019,P-1019,Customer E,274,M06,OP015,OP015,Shift A,LOT-1152,LOT-1152,2023-09-06,2023-09-06 05:53:00,2023-09-06 06:46:00,Medium,16ga Steel,True,0.85
WO-11952,P-1001,P-1001,Customer A,32,M07,OP011,OP011,Shift B,LOT-1063,LOT-1063,2023-09-07,2023-09-07 14:32:00,2023-09-07 14:52:00,Medium,16ga Steel,True,1.02
WO-11953,PART-1023,P-1023,Customer F,70,M02,OP007,OP007,Shift B,LOT-1132,LOT-1132,2023-09-07,2023-09-07 14:09:00,2023-09-07 14:15:00,Medium,12ga Steel,True,2.76
WO-11954,P 1019,P-1019,Customer E,113,M06,OP001,OP001,Shift B,,LOT-1057,2023-09-07,2023-09-07 13:34:00,2023-09-07 15:03:00,Medium,16ga Steel,True,0.85
WO-11955,P-1012,P-1012,Customer D,151,M04,OP020,OP020,,LOT-1162,LOT-1162,2023-09-07,2023-09-07 06:04:00,2023-09-07 06:05:00,Medium,"3/8"" Plate",False,1.39
