work_order_id,part_number_raw,part_number_clean,customer,quantity_ordered,machine_id,operator_id_raw,operator_id_clean,shift_code,lot_id_raw,lot_id_clean,order_date,scheduled_start,actual_start,complexity,material_type,requires_welding,std_labor_hrs
WO-10814,P-1024,P-1024,Customer E,14,M01,OP017,OP017,Shift A,LOT1001,LOT-1001,2023-04-13,2023-04-13 05:09:00,2023-04-13 06:11:00,Low,16ga Steel,False,3.13
WO-10815,P-1033,P-1033,Customer F,17,M04,OP016,OP016,Shift B,LOT-1049,LOT-1049,2023-04-14,2023-04-14 12:44:00,2023-04-14 14:10:00,Medium,Stainless 304,True,4.52
WO-10816,P-1034,P-1034,Customer E,17,M02,OP012,OP012,Shift B,1043,LOT-1043,2023-04-14,2023-04-14 14:08:00,2023-04-14 14:42:00,Medium,12ga Steel,False,2.39
WO-10817,P-1003,P-1003,Customer D,16,M04,OP007,OP007,Shift B,LOT-1051,LOT-1051,2023-04-14,2023-04-14 14:07:00,2023-04-14 15:11:00,Medium,"1/4"" Plate",False,4.63
WO-10818,P1018,P-1018,Customer H,7,M07,OP011,OP011,Shift B,LOT1079,LOT-1079,2023-04-14,2023-04-14 13:27:00,2023-04-14 14:19:00,High,16ga Steel,True,2.78
WO-10819,P1020,P-1020,Customer A,7,M06,OP004,OP004,Shift A,1083,LOT-1083,2023-04-14,2023-04-14 05:00:00,2023-04-14 06:10:00,Low,Aluminum 5052,False,3.38
WO-10820,P1031,P-1031,Customer B,22,M05,OP017,OP017,Shift A,,LOT-1061,2023-04-14,2023-04-14 06:41:00,2023-04-14 07:32:00,Medium,"1/4"" Plate",True,3.44
WO-10821,P1000,P-1000,Customer B,21,M03,OP002,OP002,Shift A,LOT-1049,LOT-1049,2023-04-14,2023-04-14 06:42:00,2023-04-14 06:47:00,Low,Stainless 304,True,2.03
WO-10822,P-1033,P-1033,Customer F,16,M05,OP005,OP005,Shift A,LOT-1050,LOT-1050,2023-04-17,2023-04-17 06:48:00,2023-04-17 07:31:00,Medium,Stainless 304,True,4.52
WO-10823,P1015,P-1015,Customer D,23,M07,OP013,OP013,Shift A,LOT-1064,LOT-1064,2023-04-17,2023-04-17 05:21:00,2023-04-17 06:00:00,Medium,"3/8"" Plate",False,3.73
WO-10824,P-1032,P-1032,Customer F,19,M06,OP018,OP018,Shift A,LOT-1036,LOT-1036,2023-04-17,2023-04-17 05:37:00,2023-04-17 06:22:00,Medium,Aluminum 5052,False,2.02
WO-10825,P-1006,P-1006,Customer B,20,M02,OP015,OP015,Shift A,LOT-1031,LOT-1031,2023-04-17,2023-04-17 05:53:00,2023-04-17 07:00:00,Medium,"1/4"" Plate",False,2.57
WO-10826,P1032,P-1032,Customer F,12,M06,OP017,OP017,Shift A,1083,LOT-1083,2023-04-17,2023-04-17 06:02:00,2023-04-17 06:49:00,Medium,Aluminum 5052,False,2.02
WO-10827,p-1019,P-1019,Customer E,10,M06,OP011,OP011,Shift B,LOT-1029,LOT-1029,2023-04-17,2023-04-17 14:47:00,2023-04-17 15:42:00,Medium,16ga Steel,True,0.85
WO-10828,P1000,P-1000,Customer B,20,M06,OP007,OP007,Shift B,LOT-1049,LOT-1049,2023-04-17,2023-04-17 13:36:00,2023-04-17 14:10:00,Low,Stainless 304,True,2.03
WO-10829,p-1007,P-1007,Customer B,17,M02,OP012,OP012,Shift B,LOT-1023,LOT-1023,2023-04-17,2023-04-17 14:59:00,2023-04-17 15:48:00,Medium,16ga Steel,True,0.78
WO-10830,P1007,P-1007,Customer B,15,M06,OP002,OP002,Shift A,LOT1013,LOT-1013,2023-04-18,2023-04-18 04:47:00,2023-04-18 06:03:00,Medium,16ga Steel,True,0.78
WO-10831,P-1000,P-1000,Customer B,21,M03,OP012,OP012,Shift B,LOT1047,LOT-1047,2023-04-18,2023-04-18 14:04:00,2023-04-18 14:39:00,Low,Stainless 304,True,2.03
WO-10832,P1007,P-1007,Customer B,24,M02,OP007,OP007,Shift B,LOT-1065,LOT-1065,2023-04-18,2023-04-18 13:29:00,2023-04-18 14:44:00,Medium,16ga Steel,True,0.78
WO-10833,P-1009,P-1009,Customer A,5,M05,OP004,OP004,Shift A,,LOT-1085,2023-04-18,2023-04-18 06:48:00,2023-04-18 06:59:00,Medium,12ga Steel,False,4.93
WO-10834,P-1003,P-1003,Customer D,20,M04,OP011,OP011,,LOT-1031,LOT-1031,2023-04-18,2023-04-18 13:20:00,2023-04-18 14:14:00,Medium,"1/4"" Plate",False,4.63
WO-10835,P-1003,P-1003,Customer D,15,M04,OP003,OP003,Shift B,LOT-1074,LOT-1074,2023-04-18,2023-04-18 15:22:00,2023-04-18 15:45:00,Medium,"1/4"" Plate",False,4.63
WO-10836,P-1002,P-1002,Customer E,24,M01,OP002,OP002,Shift A,LOT-1017,LOT-1017,2023-04-18,2023-04-18 07:07:00,2023-04-18 07:30:00,Medium,Aluminum 5052,False,4.78
WO-10837,P1016,P-1016,Customer G,9,M05,OP010,OP010,Shift B,,LOT-1042,2023-04-18,2023-04-18 13:57:00,2023-04-18 14:43:00,Low,14ga Steel,False,4.13
WO-10838,P1033,P-1033,Customer F,24,M04,OP007,OP007,Shift B,1035,LOT-1035,2023-04-19,2023-04-19 12:53:00,2023-04-19 14:08:00,Medium,Stainless 304,True,4.52
WO-10839,P1012,P-1012,Customer D,11,M04,OP018,OP018,Shift A,,LOT-1034,2023-04-19,2023-04-19 07:00:00,2023-04-19 07:19:00,Medium,"3/8"" Plate",False,1.39
WO-10840,P-1002,P-1002,Customer E,25,M01,OP009,OP009,Shift A,LOT-1005,LOT-1005,2023-04-19,2023-04-19 07:02:00,2023-04-19 07:57:00,Medium,Aluminum 5052,False,4.78
WO-10841,P-1004,P-1004,Customer D,9,M06,OP011,OP011,Shift B,LOT-1067,LOT-1067,2023-04-19,2023-04-19 13:26:00,2023-04-19 14:38:00,Medium,"3/8"" Plate",True,4.61
WO-10842,P-1003,P-1003,Customer D,21,M04,OP017,OP017,Shift A,1045,LOT-1045,2023-04-19,2023-04-19 05:21:00,2023-04-19 06:10:00,Medium,"1/4"" Plate",False,4.63
WO-10843,P1025,P-1025,Customer C,21,M06,OP007,OP007,Shift B,LOT-1053,LOT-1053,2023-04-19,2023-04-19 13:07:00,2023-04-19 14:37:00,Medium,Stainless 304,False,4.83
WO-10844,P-1033,P-1033,Customer F,22,M04,OP008,OP008,Shift B,1088,LOT-1088,2023-04-19,2023-04-19 14:05:00,2023-04-19 14:10:00,Medium,Stainless 304,True,4.52
WO-10845,P-1009,P-1009,Customer A,8,M05,OP006,OP006,,1070,LOT-1070,2023-04-19,2023-04-19 14:08:00,2023-04-19 14:52:00,Medium,12ga Steel,False,4.93
WO-10846,PART-1023,P-1023,Customer F,14,M02,OP003,OP003,Shift B,1041,LOT-1041,2023-04-19,2023-04-19 14:19:00,2023-04-19 14:26:00,Medium,12ga Steel,True,2.76
WO-10847,P1000,P-1000,Customer B,23,M03,OP007,OP007,Shift B,LOT-1049,LOT-1049,2023-04-19,2023-04-19 13:06:00,2023-04-19 14:34:00,Low,Stainless 304,True,2.03
WO-10848,P-1024,P-1024,Customer E,23,M01,OP016,OP016,Shift B,LOT-1057,LOT-1057,2023-04-19,2023-04-19 13:30:00,2023-04-19 14:20:00,Low,16ga Steel,False,3.13
WO-10849,P-1009,P-1009,Customer A,20,M05,OP007,OP007,Shift B,1041,LOT-1041,2023-04-19,2023-04-19 14:34:00,2023-04-19 14:57:00,Medium,12ga Steel,False,4.93
WO-10850,P-1011,P-1011,Customer B,10,M05,OP020,OP020,Shift A,LOT-1087,LOT-1087,2023-04-19,2023-04-19 04:52:00,2023-04-19 06:19:00,High,Aluminum 5052,True,1.39
WO-10851,P1012,P-1012,Customer D,9,M04,OP005,OP005,Shift A,LOT-1034,LOT-1034,2023-04-19,2023-04-19 07:05:00,2023-04-19 07:06:00,Medium,"3/8"" Plate",False,1.39
WO-10852,P-1006,P-1006,Customer B,7,M02,Monica Herrera,OP011,Shift B,LOT-1051,LOT-1051,2023-04-19,2023-04-19 12:48:00,2023-04-19 14:08:00,Medium,"1/4"" Plate",False,2.57
WO-10853,P-1000,P-1000,Customer B,23,M03,OP004,OP004,Shift A,LOT-1032,LOT-1032,2023-04-20,2023-04-20 05:52:00,2023-04-20 06:12:00,Low,Stainless 304,True,2.03
WO-10854,p-1019,P-1019,Customer E,8,M06,OP012,OP012,Shift B,LOT-1018,LOT-1018,2023-04-20,2023-04-20 13:48:00,2023-04-20 14:01:00,Medium,16ga Steel,True,0.85
WO-10855,P-1032,P-1032,Customer F,16,M06,Connie Lawrence,OP006,Shift B,LOT-1066,LOT-1066,2023-04-20,2023-04-20 13:59:00,2023-04-20 14:27:00,Medium,Aluminum 5052,False,2.02
WO-10856,P-1024,P-1024,Customer E,24,M01,OP018,OP018,Shift A,,LOT-1057,2023-04-20,2023-04-20 05:32:00,2023-04-20 06:18:00,Low,16ga Steel,False,3.13
WO-10857,P-1005,P-1005,Customer C,18,M07,OP020,OP020,Shift A,LOT-1024,LOT-1024,2023-04-20,2023-04-20 06:13:00,2023-04-20 07:38:00,Low,16ga Steel,False,3.09
WO-10858,P-1019,P-1019,Customer E,7,M06,OP010,OP010,Shift B,LOT-1065,LOT-1065,2023-04-20,2023-04-20 15:40:00,2023-04-20 15:59:00,Medium,16ga Steel,True,0.85
WO-10859,P-1009,P-1009,Customer A,23,M05,OP006,OP006,Shift B,LOT-1078,LOT-1078,2023-04-20,2023-04-20 15:17:00,2023-04-20 15:52:00,Medium,12ga Steel,False,4.93
WO-10860,P-1009,P-1009,Customer A,18,M05,OP015,OP015,Shift A,LOT-1085,LOT-1085,2023-04-20,2023-04-20 06:30:00,2023-04-20 07:22:00,Medium,12ga Steel,False,4.93
WO-10861,P-1021,P-1021,Customer C,12,M03,OP009,OP009,Shift A,LOT-1080,LOT-1080,2023-04-20,2023-04-20 06:20:00,2023-04-20 07:34:00,High,14ga Steel,False,4.75
WO-10862,P1026,P-1026,Customer D,9,M06,OP004,OP004,Shift A,,LOT-1093,2023-04-20,2023-04-20 06:16:00,2023-04-20 06:23:00,High,14ga Steel,False,4.66
WO-10863,P-1022,P-1022,Customer G,12,M03,OP006,OP006,,,LOT-1035,2023-04-20,2023-04-20 14:58:00,2023-04-20 15:15:00,Medium,Stainless 304,False,1.03
WO-10864,P-1007,P-1007,Customer B,23,M02,OP017,OP017,,LOT-1038,LOT-1038,2023-04-20,2023-04-20 05:28:00,2023-04-20 06:44:00,Medium,16ga Steel,True,0.78
WO-10865,p-1010,P-1010,Customer A,20,M03,OP005,OP005,Shift A,,LOT-1050,2023-04-20,2023-04-20 06:02:00,2023-04-20 07:09:00,Low,Stainless 304,True,4.08
WO-10866,P-1019,P-1019,Customer E,6,M06,OP011,OP011,Shift B,LOT1013,LOT-1013,2023-04-20,2023-04-20 14:14:00,2023-04-20 14:18:00,Medium,16ga Steel,True,0.85
WO-10867,P1011,P-1011,Customer B,13,M05,OP002,OP002,Shift A,LOT-1087,LOT-1087,2023-04-20,2023-04-20 06:31:00,2023-04-20 07:35:00,High,Aluminum 5052,True,1.39
WO-10868,P1014,P-1014,Customer A,17,M04,OP006,OP006,Shift B,,LOT-1096,2023-04-21,2023-04-21 14:40:00,2023-04-21 15:08:00,Low,12ga Steel,False,0.62
WO-10869,P-1025,P-1025,Customer C,25,M06,OP019,OP019,Shift A,,LOT-1009,2023-04-21,2023-04-21 06:42:00,2023-04-21 07:30:00,Medium,Stainless 304,False,4.83
WO-10870,P1010,P-1010,Customer A,15,M03,OP015,OP015,,,LOT-1020,2023-04-21,2023-04-21 05:47:00,2023-04-21 06:23:00,Low,Stainless 304,True,4.08
WO-10871,P-1010,P-1010,Customer A,6,M03,Daniel Wagner,OP004,Shift A,LOT-1082,LOT-1082,2023-04-21,2023-04-21 06:25:00,2023-04-21 06:35:00,Low,Stainless 304,True,4.08
WO-10872,P 1002,P-1002,Customer E,14,M01,Allison Hill,OP001,Shift B,,LOT-1062,2023-04-21,2023-04-21 13:56:00,2023-04-21 15:00:00,Medium,Aluminum 5052,False,4.78
WO-10873,P-1012,P-1012,Customer D,21,M04,OP011,OP011,Shift B,LOT-1046,LOT-1046,2023-04-21,2023-04-21 14:02:00,2023-04-21 14:21:00,Medium,"3/8"" Plate",False,1.39
WO-10874,P-1001,P-1001,Customer A,25,M07,OP012,OP012,,LOT-1024,LOT-1024,2023-04-21,2023-04-21 14:14:00,2023-04-21 14:43:00,Medium,16ga Steel,True,1.02
WO-10875,p-1013,P-1013,Customer D,15,M02,OP005,OP005,Shift A,LOT1020,LOT-1020,2023-04-21,2023-04-21 06:09:00,2023-04-21 07:28:00,Low,Stainless 304,True,2.94
WO-10876,P1027,P-1027,Customer F,20,M07,OP017,OP017,,LOT-1032,LOT-1032,2023-04-21,2023-04-21 06:08:00,2023-04-21 06:09:00,Medium,Stainless 304,False,3.84
WO-10877,P-1009,P-1009,Customer A,15,M05,OP014,OP014,Shift B,LOT-1000,LOT-1000,2023-04-21,2023-04-21 13:54:00,2023-04-21 14:31:00,Medium,12ga Steel,False,4.93
WO-10878,PART-1023,P-1023,Customer F,8,M06,OP007,OP007,Shift B,LOT-1016,LOT-1016,2023-04-22,2023-04-22 14:39:00,2023-04-22 15:41:00,Medium,12ga Steel,True,2.76
WO-10879,P-1002,P-1002,Customer E,24,M01,OP008,OP008,Shift B,LOT-1017,LOT-1017,2023-04-22,2023-04-22 13:41:00,2023-04-22 14:28:00,Medium,Aluminum 5052,False,4.78
WO-10880,P 1005,P-1005,Customer C,6,M07,OP014,OP014,Shift B,LOT-1065,LOT-1065,2023-04-22,2023-04-22 14:08:00,2023-04-22 14:39:00,Low,16ga Steel,False,3.09
WO-10881,P-1000,P-1000,Customer B,19,M03,OP004,OP004,Shift A,LOT-1049,LOT-1049,2023-04-22,2023-04-22 05:30:00,2023-04-22 06:14:00,Low,Stainless 304,True,2.03
WO-10882,P 1029,P-1029,Customer B,17,M04,OP014,OP014,Shift B,,LOT-1077,2023-04-22,2023-04-22 14:33:00,2023-04-22 14:58:00,Low,"1/4"" Plate",True,3.64
WO-10883,P1025,P-1025,Customer C,20,M06,OP003,OP003,Shift B,LOT-1048,LOT-1048,2023-04-22,2023-04-22 14:15:00,2023-04-22 15:13:00,Medium,Stainless 304,False,4.83
WO-10884,p-1002,P-1002,Customer E,6,M01,OP018,OP018,Shift A,LOT-1005,LOT-1005,2023-04-22,2023-04-22 05:52:00,2023-04-22 06:38:00,Medium,Aluminum 5052,False,4.78
WO-10885,P-1027,P-1027,Customer F,10,M07,OP007,OP007,,LOT-1050,LOT-1050,2023-04-22,2023-04-22 15:09:00,2023-04-22 15:17:00,Medium,Stainless 304,False,3.84
WO-10886,P-1017,P-1017,Customer D,13,M01,OP003,OP003,Shift B,LOT-1005,LOT-1005,2023-04-22,2023-04-22 15:27:00,2023-04-22 15:33:00,High,Aluminum 5052,False,4.9
WO-10887,PART-1005,P-1005,Customer C,20,M07,OP010,OP010,Shift B,LOT1001,LOT-1001,2023-04-22,2023-04-22 12:54:00,2023-04-22 14:22:00,Low,16ga Steel,False,3.09
WO-10888,P1027,P-1027,Customer F,23,M07,OP016,OP016,Shift B,,LOT-1009,2023-04-24,2023-04-24 13:23:00,2023-04-24 14:04:00,Medium,Stainless 304,False,3.84
WO-10889,P-1020,P-1020,Customer A,18,M06,OP005,OP005,Shift A,LOT-1017,LOT-1017,2023-04-24,2023-04-24 07:55:00,2023-04-24 07:55:00,Low,Aluminum 5052,False,3.38
WO-10890,P1028,P-1028,Customer B,11,M06,OP018,OP018,Shift A,LOT1013,LOT-1013,2023-04-24,2023-04-24 05:04:00,2023-04-24 06:13:00,Low,16ga Steel,False,3.53
WO-10891,p-1010,P-1010,Customer A,5,M03,OP007,OP007,Shift B,LOT-1049,LOT-1049,2023-04-24,2023-04-24 13:44:00,2023-04-24 14:23:00,Low,Stainless 304,True,4.08
WO-10892,P-1032,P-1032,Customer F,22,M06,OP018,OP018,Shift A,LOT-1066,LOT-1066,2023-04-24,2023-04-24 06:40:00,2023-04-24 07:22:00,Medium,Aluminum 5052,False,2.02
WO-10893,P-1007,P-1007,Customer B,18,M02,OP018,OP018,Shift A,LOT-1024,LOT-1024,2023-04-24,2023-04-24 05:55:00,2023-04-24 07:24:00,Medium,16ga Steel,True,0.78
WO-10894,P-1006,P-1006,Customer B,24,M02,OP004,OP004,Shift A,,LOT-1077,2023-04-24,2023-04-24 06:54:00,2023-04-24 07:06:00,Medium,"1/4"" Plate",False,2.57
WO-10895,P-1028,P-1028,Customer B,11,M06,OP013,OP013,Shift A,LOT-1038,LOT-1038,2023-04-24,2023-04-24 07:20:00,2023-04-24 07:35:00,Low,16ga Steel,False,3.53
WO-10896,p-1029,P-1029,Customer B,18,M06,OP011,OP011,Shift B,LOT-1031,LOT-1031,2023-04-25,2023-04-25 15:19:00,2023-04-25 15:19:00,Low,"1/4"" Plate",True,3.64
WO-10897,P-1026,P-1026,Customer D,23,M06,Noah Rhodes,OP002,Shift A,LOT-1059,LOT-1059,2023-04-25,2023-04-25 06:51:00,2023-04-25 07:21:00,High,14ga Steel,False,4.66
WO-10898,PART-1025,P-1025,Customer C,17,M06,OP020,OP020,Shift A,LOT1047,LOT-1047,2023-04-25,2023-04-25 06:46:00,2023-04-25 07:08:00,Medium,Stainless 304,False,4.83
WO-10899,P-1025,P-1025,Customer C,23,M06,OP014,OP014,Shift B,LOT1047,LOT-1047,2023-04-25,2023-04-25 13:12:00,2023-04-25 14:32:00,Medium,Stainless 304,False,4.83
WO-10900,P1016,P-1016,Customer G,23,M05,OP015,OP015,Shift A,,LOT-1030,2023-04-25,2023-04-25 05:41:00,2023-04-25 07:00:00,Low,14ga Steel,False,4.13
WO-10901,P1034,P-1034,Customer E,16,M02,OP020,OP020,Shift A,LOT-1044,LOT-1044,2023-04-25,2023-04-25 05:06:00,2023-04-25 06:29:00,Medium,12ga Steel,False,2.39
WO-10902,P-1014,P-1014,Customer A,6,M04,OP007,OP007,Shift B,LOT-1095,LOT-1095,2023-04-25,2023-04-25 15:31:00,2023-04-25 15:49:00,Low,12ga Steel,False,0.62
WO-10903,PART-1001,P-1001,Customer A,7,M07,OP004,OP004,,,LOT-1018,2023-04-25,2023-04-25 06:30:00,2023-04-25 07:16:00,Medium,16ga Steel,True,1.02
WO-10904,P1013,P-1013,Customer D,17,M02,Angie Henderson,OP003,Shift B,,LOT-1050,2023-04-25,2023-04-25 12:52:00,2023-04-25 14:13:00,Low,Stainless 304,True,2.94
WO-10905,P 1028,P-1028,Customer B,16,M06,OP005,OP005,Shift A,LOT1013,LOT-1013,2023-04-25,2023-04-25 04:49:00,2023-04-25 06:07:00,Low,16ga Steel,False,3.53
WO-10906,P1034,P-1034,Customer E,22,M02,OP005,OP005,,LOT-1069,LOT-1069,2023-04-25,2023-04-25 05:07:00,2023-04-25 06:12:00,Medium,12ga Steel,False,2.39
WO-10907,P1013,P-1013,Customer D,9,M02,Angie Henderson,OP003,Shift B,,LOT-1050,2023-04-26,2023-04-26 13:45:00,2023-04-26 14:46:00,Low,Stainless 304,True,2.94
WO-10908,p-1012,P-1012,Customer D,18,M04,OP015,OP015,Shift A,LOT1010,LOT-1010,2023-04-26,2023-04-26 06:56:00,2023-04-26 07:47:00,Medium,"3/8"" Plate",False,1.39
WO-10909,P-1012,P-1012,Customer D,23,M04,OP006,OP006,Shift B,LOT-1067,LOT-1067,2023-04-26,2023-04-26 14:59:00,2023-04-26 15:25:00,Medium,"3/8"" Plate",False,1.39
WO-10910,P-1031,P-1031,Customer B,11,M05,OP012,OP012,Shift B,LOT-1051,LOT-1051,2023-04-26,2023-04-26 13:51:00,2023-04-26 14:38:00,Medium,"1/4"" Plate",True,3.44
WO-10911,P1004,P-1004,Customer D,25,M06,OP006,OP006,Shift B,LOT-1040,LOT-1040,2023-04-26,2023-04-26 14:11:00,2023-04-26 15:18:00,Medium,"3/8"" Plate",True,4.61
WO-10912,P-1022,P-1022,Customer G,12,M03,OP001,OP001,,LOT-1053,LOT-1053,2023-04-26,2023-04-26 14:26:00,2023-04-26 15:50:00,Medium,Stainless 304,False,1.03
WO-10913,P-1023,P-1023,Customer F,19,M02,OP006,OP006,Shift B,LOT-1037,LOT-1037,2023-04-26,2023-04-26 14:04:00,2023-04-26 14:45:00,Medium,12ga Steel,True,2.76
WO-10914,P1014,P-1014,Customer A,24,M04,OP017,OP017,Shift A,LOT-1056,LOT-1056,2023-04-26,2023-04-26 04:41:00,2023-04-26 06:06:00,Low,12ga Steel,False,0.62
WO-10915,P-1026,P-1026,Customer D,6,M06,OP010,OP010,Shift B,LOT-1011,LOT-1011,2023-04-27,2023-04-27 13:58:00,2023-04-27 14:51:00,High,14ga Steel,False,4.66
WO-10916,P-1007,P-1007,Customer B,23,M02,OP018,OP018,Shift A,LOT-1065,LOT-1065,2023-04-27,2023-04-27 05:19:00,2023-04-27 06:18:00,Medium,16ga Steel,True,0.78
WO-10917,p-1018,P-1018,Customer H,18,M05,OP017,OP017,Shift A,,LOT-1100,2023-04-27,2023-04-27 06:31:00,2023-04-27 07:06:00,High,16ga Steel,True,2.78
WO-10918,P-1020,P-1020,Customer A,14,M06,OP011,OP011,Shift B,LOT-1036,LOT-1036,2023-04-27,2023-04-27 14:41:00,2023-04-27 15:39:00,Low,Aluminum 5052,False,3.38
WO-10919,P-1031,P-1031,Customer B,15,M05,OP015,OP015,Shift A,L-1086,LOT-1086,2023-04-27,2023-04-27 05:13:00,2023-04-27 06:08:00,Medium,"1/4"" Plate",True,3.44
WO-10920,PART-1014,P-1014,Customer A,5,M04,OP004,OP004,Shift A,1043,LOT-1043,2023-04-27,2023-04-27 07:46:00,2023-04-27 07:52:00,Low,12ga Steel,False,0.62
WO-10921,P1016,P-1016,Customer G,17,M05,Daniel Wagner,OP004,Shift A,LOT-1042,LOT-1042,2023-04-27,2023-04-27 07:00:00,2023-04-27 07:21:00,Low,14ga Steel,False,4.13
WO-10922,P-1029,P-1029,Customer B,8,M04,OP005,OP005,Shift A,LOT-1051,LOT-1051,2023-04-28,2023-04-28 07:10:00,2023-04-28 07:40:00,Low,"1/4"" Plate",True,3.64
WO-10923,P-1030,P-1030,Customer G,7,M01,OP008,OP008,Shift B,LOT-1095,LOT-1095,2023-04-28,2023-04-28 15:18:00,2023-04-28 15:49:00,Medium,12ga Steel,True,2.15
WO-10924,p-1013,P-1013,Customer D,11,M02,OP004,OP004,Shift A,,LOT-1082,2023-04-28,2023-04-28 05:46:00,2023-04-28 06:29:00,Low,Stainless 304,True,2.94
WO-10925,P-1013,P-1013,Customer D,16,M02,OP008,OP008,Shift B,LOT-1015,LOT-1015,2023-04-28,2023-04-28 14:01:00,2023-04-28 14:58:00,Low,Stainless 304,True,2.94
WO-10926,P-1032,P-1032,Customer F,23,M06,OP017,OP017,Shift A,LOT-1022,LOT-1022,2023-04-28,2023-04-28 06:25:00,2023-04-28 06:43:00,Medium,Aluminum 5052,False,2.02
WO-10927,P1029,P-1029,Customer B,19,M04,OP004,OP004,Shift A,LOT-1074,LOT-1074,2023-04-28,2023-04-28 06:15:00,2023-04-28 06:30:00,Low,"1/4"" Plate",True,3.64
WO-10928,P-1005,P-1005,Customer C,19,M07,OP011,OP011,Shift B,LOT1001,LOT-1001,2023-04-28,2023-04-28 15:20:00,2023-04-28 15:32:00,Low,16ga Steel,False,3.09
WO-10929,P-1003,P-1003,Customer D,24,M04,OP011,OP011,Shift B,LOT-1089,LOT-1089,2023-04-28,2023-04-28 13:43:00,2023-04-28 14:38:00,Medium,"1/4"" Plate",False,4.63
WO-10930,P-1015,P-1015,Customer D,8,M07,OP009,OP009,Shift A,LOT-1025,LOT-1025,2023-04-29,2023-04-29 05:56:00,2023-04-29 07:15:00,Medium,"3/8"" Plate",False,3.73
WO-10931,P-1025,P-1025,Customer C,11,M06,OP011,OP011,Shift B,1035,LOT-1035,2023-04-29,2023-04-29 14:55:00,2023-04-29 15:31:00,Medium,Stainless 304,False,4.83
WO-10932,PART-1018,P-1018,Customer H,12,M07,OP004,OP004,Shift A,LOT-1065,LOT-1065,2023-04-29,2023-04-29 06:27:00,2023-04-29 07:54:00,High,16ga Steel,True,2.78
WO-10933,P-1004,P-1004,Customer D,10,M06,OP005,OP005,Shift A,LOT-1076,LOT-1076,2023-04-29,2023-04-29 07:18:00,2023-04-29 07:27:00,Medium,"3/8"" Plate",True,4.61
WO-10934,P-1010,P-1010,Customer A,5,M03,OP020,OP020,Shift A,,LOT-1050,2023-04-29,2023-04-29 05:53:00,2023-04-29 06:30:00,Low,Stainless 304,True,4.08
WO-10935,P-1014,P-1014,Customer A,16,M04,OP005,OP005,Shift A,,LOT-1069,2023-04-29,2023-04-29 06:56:00,2023-04-29 07:28:00,Low,12ga Steel,False,0.62
WO-10936,P-1016,P-1016,Customer G,24,M05,Jamie Arnold,OP012,Shift B,LOT-1059,LOT-1059,2023-05-01,2023-05-01 15:23:00,2023-05-01 15:57:00,Low,14ga Steel,False,4.13
WO-10937,P-1033,P-1033,Customer F,12,M04,OP005,OP005,Shift A,LOT-1082,LOT-1082,2023-05-01,2023-05-01 04:53:00,2023-05-01 06:22:00,Medium,Stainless 304,True,4.52
WO-10938,P-1027,P-1027,Customer F,13,M07,OP007,OP007,Shift B,1088,LOT-1088,2023-05-01,2023-05-01 14:14:00,2023-05-01 15:40:00,Medium,Stainless 304,False,3.84
WO-10939,P-1034,P-1034,Customer E,23,M02,OP014,OP014,Shift B,LOT-1096,LOT-1096,2023-05-01,2023-05-01 15:21:00,2023-05-01 15:56:00,Medium,12ga Steel,False,2.39
WO-10940,p-1019,P-1019,Customer E,23,M06,OP002,OP002,Shift A,LOT1001,LOT-1001,2023-05-01,2023-05-01 05:43:00,2023-05-01 06:27:00,Medium,16ga Steel,True,0.85
WO-10941,P 1018,P-1018,Customer H,24,M07,OP002,OP002,Shift A,LOT-1065,LOT-1065,2023-05-01,2023-05-01 06:13:00,2023-05-01 06:33:00,High,16ga Steel,True,2.78
WO-10942,P-1019,P-1019,Customer E,5,M06,Abigail Shaffer,OP007,Shift B,LOT-1038,LOT-1038,2023-05-01,2023-05-01 12:39:00,2023-05-01 14:03:00,Medium,16ga Steel,True,0.85
WO-10943,P1000,P-1000,Customer B,9,M06,OP013,OP013,Shift A,L-1101,LOT-1101,2023-05-01,2023-05-01 05:40:00,2023-05-01 06:05:00,Low,Stainless 304,True,2.03
WO-10944,p-1027,P-1027,Customer F,25,M07,OP013,OP013,Shift A,LOT-1053,LOT-1053,2023-05-01,2023-05-01 06:24:00,2023-05-01 07:15:00,Medium,Stainless 304,False,3.84
WO-10945,PART-1006,P-1006,Customer B,23,M02,OP008,OP008,Shift B,1045,LOT-1045,2023-05-01,2023-05-01 15:18:00,2023-05-01 15:43:00,Medium,"1/4"" Plate",False,2.57
WO-10946,P1016,P-1016,Customer G,25,M05,OP017,OP017,Shift A,LOT1093,LOT-1093,2023-05-01,2023-05-01 05:56:00,2023-05-01 06:19:00,Low,14ga Steel,False,4.13
WO-10947,PART-1024,P-1024,Customer E,16,M01,OP003,OP003,Shift B,LOT1079,LOT-1079,2023-05-01,2023-05-01 14:38:00,2023-05-01 15:32:00,Low,16ga Steel,False,3.13
WO-10948,p-1029,P-1029,Customer B,24,M04,OP011,OP011,Shift B,,LOT-1086,2023-05-01,2023-05-01 14:34:00,2023-05-01 15:05:00,Low,"1/4"" Plate",True,3.64
WO-10949,p-1032,P-1032,Customer F,17,M06,OP006,OP006,Shift B,LOT-1022,LOT-1022,2023-05-02,2023-05-02 13:38:00,2023-05-02 15:03:00,Medium,Aluminum 5052,False,2.02
