scrap_id,work_order_id,inspection_id,scrap_date,machine_id,operator_id,shift_code,material_type,lot_id,defect_code_clean,quantity_scrapped,quantity_reworked,scrap_reason_raw,scrap_reason_clean,material_cost_per_unit,labor_cost_per_unit,total_scrap_cost
SCRAP-1103,WO-11203,INSP-1289,2023-06-05 09:54:37.900621738,M06,OP017,Shift A,Stainless 304,LOT-1050,Weld Defect,3,1,op err,OPERATOR_ERROR,3.83,5.84,29.01
SCRAP-1104,WO-11205,INSP-1291,2023-06-05 09:08:26.338332022,M07,OP018,Shift A,"3/8"" Plate",LOT-1105,Burr,0,1,human error,OPERATOR_ERROR,2.95,35.22,0.0
SCRAP-1105,WO-11206,INSP-1292,2023-06-06 11:44:11.654528779,M06,OP017,Shift A,14ga Steel,LOT-1080,Weld Defect,28,24,Mach Issue,MACHINE_ISSUE,8.42,14.42,639.52
SCRAP-1106,WO-11206,INSP-1293,2023-06-06 12:01:11.654528779,M06,OP017,Shift A,14ga Steel,LOT-1080,Weld Defect,48,4,MATERIAL_DEFECT,MATERIAL_DEFECT,1.54,6.59,390.24
SCRAP-1107,WO-11207,INSP-1294,2023-06-06 17:15:43.908187296,M02,OP011,Shift B,12ga Steel,LOT-1016,Dimensional,12,15,op err,OPERATOR_ERROR,2.57,28.46,372.36
SCRAP-1108,WO-11208,INSP-1295,2023-06-06 11:34:40.239101013,M07,OP004,Shift A,"3/8"" Plate",LOT-1109,Surface Scratch,15,10,set up error,SETUP_ERROR,15.12,42.96,871.2
SCRAP-1109,WO-11209,INSP-1296,2023-06-06 09:08:15.242974034,M03,OP018,Shift A,Stainless 304,LOT-1009,Bend Angle,17,5,equipment failure,MACHINE_ISSUE,7.86,44.21,885.19
SCRAP-1110,WO-11209,INSP-1297,2023-06-06 09:31:15.242974034,M03,OP018,Shift A,Stainless 304,LOT-1009,Bend Angle,15,7,OPERATOR_ERROR,OPERATOR_ERROR,8.8,47.04,837.6
SCRAP-1111,WO-11210,INSP-1298,2023-06-06 18:13:37.111584013,M07,OP014,Shift B,16ga Steel,LOT-1024,Dimensional,1,1,First Article Fail,SETUP_ERROR,7.69,30.76,38.45
SCRAP-1112,WO-11211,INSP-1299,2023-06-06 08:51:27.023231423,M05,OP020,Shift A,14ga Steel,LOT-1081,Porosity,6,1,Material Defect,MATERIAL_DEFECT,19.37,30.88,301.5
SCRAP-1113,WO-11212,INSP-1300,2023-06-06 17:56:49.236158262,M06,OP007,Shift B,16ga Steel,LOT-1024,Porosity,32,22,Machine,MACHINE_ISSUE,5.33,55.21,1937.28
SCRAP-1114,WO-11213,INSP-1301,2023-06-06 15:51:41.996602693,M04,OP016,Shift B,"1/4"" Plate",LOT-1120,Bend Angle,3,3,design issue,DESIGN_ISSUE,8.89,52.34,183.69
SCRAP-1115,WO-11214,INSP-1302,2023-06-06 08:16:03.045058116,M05,OP002,Shift A,Aluminum 5052,LOT-1127,Porosity,14,9,Operator Error,OPERATOR_ERROR,7.08,24.33,439.74
SCRAP-1116,WO-11215,INSP-1303,2023-06-06 18:04:09.437462406,M01,OP011,Shift B,16ga Steel,LOT-1024,Surface Scratch,8,4,material defect,MATERIAL_DEFECT,3.24,36.61,318.8
SCRAP-1117,WO-11216,INSP-1304,2023-06-06 17:53:26.716770274,M05,OP003,,14ga Steel,LOT-1104,Dimensional,13,4,set up error,SETUP_ERROR,5.7,22.92,372.06
SCRAP-1118,WO-11217,INSP-1305,2023-06-06 19:25:20.761910463,M02,OP001,,"1/4"" Plate",LOT-1077,Dimensional,4,2,Setup,SETUP_ERROR,4.83,27.74,130.28
SCRAP-1119,WO-11218,INSP-1306,2023-06-06 09:24:40.431392421,M03,OP015,Shift A,Stainless 304,LOT-1007,Burr,1,2,Incoming Defect,MATERIAL_DEFECT,2.66,8.63,11.29
SCRAP-1120,WO-11219,INSP-1307,2023-06-07 09:18:56.618722048,M05,OP015,Shift A,Aluminum 5052,LOT-1066,Dimensional,24,4,Setup,SETUP_ERROR,5.21,28.94,819.6
SCRAP-1121,WO-11220,INSP-1308,2023-06-07 11:20:05.027207514,M06,OP020,Shift A,16ga Steel,LOT-1027,Porosity,21,5,Incoming Defect,MATERIAL_DEFECT,1.76,41.83,915.39
SCRAP-1122,WO-11221,INSP-1309,2023-06-07 10:08:58.153924817,M05,OP004,Shift A,Aluminum 5052,LOT-1017,Surface Scratch,20,11,equipment failure,MACHINE_ISSUE,12.75,37.57,1006.4
SCRAP-1123,WO-11222,INSP-1310,2023-06-07 10:15:07.159257439,M02,OP015,Shift A,16ga Steel,LOT-1065,Dimensional,3,2,op err,OPERATOR_ERROR,4.04,21.94,77.94
SCRAP-1124,WO-11223,INSP-1311,2023-06-07 09:35:28.183641083,M02,OP015,Shift A,"1/4"" Plate",LOT-1045,Surface Scratch,3,3,material defect,MATERIAL_DEFECT,12.88,47.42,180.9
SCRAP-1125,WO-11224,INSP-1312,2023-06-07 11:29:54.520629499,M06,OP013,Shift A,16ga Steel,LOT-1023,Dimensional,0,2,Setup,SETUP_ERROR,0.59,16.97,0.0
SCRAP-1126,WO-11226,INSP-1314,2023-06-07 09:46:04.686606341,M02,OP015,Shift A,12ga Steel,LOT-1016,Dimensional,4,6,unknown,UNKNOWN,14.99,5.01,80.0
SCRAP-1127,WO-11227,INSP-1315,2023-06-07 10:35:45.460094846,M07,OP019,Shift A,Stainless 304,LOT-1115,Burr,3,2,Machine Issue,MACHINE_ISSUE,7.63,38.86,139.47
SCRAP-1128,WO-11229,INSP-1317,2023-06-07 19:55:50.645835138,M07,OP006,Shift B,"3/8"" Plate",LOT-1046,Burr,2,1,Mach Issue,MACHINE_ISSUE,4.18,36.37,81.1
SCRAP-1129,WO-11230,INSP-1318,2023-06-07 16:54:24.680643724,M07,OP011,Shift B,"3/8"" Plate",LOT-1067,Burr,20,2,Unknown,UNKNOWN,20.25,44.48,1294.6
SCRAP-1130,WO-11231,INSP-1319,2023-06-07 09:48:06.318912190,M06,OP017,Shift A,14ga Steel,LOT-1059,Porosity,13,2,Operator,OPERATOR_ERROR,10.9,33.07,571.61
SCRAP-1131,WO-11231,INSP-1320,2023-06-07 10:26:06.318912190,M06,OP017,Shift A,14ga Steel,LOT-1059,Porosity,5,10,human error,OPERATOR_ERROR,7.01,35.19,211.0
SCRAP-1132,WO-11232,INSP-1321,2023-06-08 16:52:24.669493981,M01,OP006,Shift B,Aluminum 5052,LOT-1083,Incorrect Material,11,11,MATERIAL_DEFECT,MATERIAL_DEFECT,16.29,11.03,300.52
SCRAP-1133,WO-11233,INSP-1322,2023-06-08 18:34:08.964154404,M02,OP006,Shift B,12ga Steel,LOT-1130,Burr,6,5,material defect,MATERIAL_DEFECT,14.65,26.68,247.98
SCRAP-1134,WO-11234,INSP-1323,2023-06-08 09:02:02.955038405,M02,OP017,Shift A,"1/4"" Plate",LOT-1074,Surface Scratch,1,2,Material Defect,MATERIAL_DEFECT,6.75,16.62,23.37
SCRAP-1135,WO-11235,INSP-1324,2023-06-08 17:41:47.494282078,M05,OP003,Shift B,12ga Steel,LOT-1044,Porosity,9,2,Operator Error,OPERATOR_ERROR,8.42,55.85,578.43
SCRAP-1136,WO-11236,INSP-1325,2023-06-08 11:15:56.953925502,M06,OP019,,16ga Steel,LOT-1029,Porosity,10,19,human error,OPERATOR_ERROR,21.12,11.91,330.3
SCRAP-1137,WO-11237,INSP-1326,2023-06-08 17:07:05.332710745,M03,OP006,Shift B,14ga Steel,LOT-1006,Burr,96,56,Operator Error,OPERATOR_ERROR,8.84,31.77,3898.56
SCRAP-1138,WO-11237,INSP-1327,2023-06-08 17:46:05.332710745,M03,OP006,Shift B,14ga Steel,LOT-1006,Burr,98,54,Operator,OPERATOR_ERROR,7.95,27.87,3510.36
SCRAP-1139,WO-11238,INSP-1328,2023-06-08 12:05:20.624211829,M04,OP009,Shift A,12ga Steel,LOT-1095,Bend Angle,17,10,setup err,SETUP_ERROR,7.31,39.28,792.03
SCRAP-1140,WO-11238,INSP-1329,2023-06-08 12:30:20.624211829,M04,OP009,Shift A,12ga Steel,LOT-1095,Bend Angle,12,15,Setup,SETUP_ERROR,3.79,24.54,339.96
SCRAP-1141,WO-11239,INSP-1330,2023-06-08 07:53:10.881859025,M07,OP005,Shift A,16ga Steel,LOT-1065,Burr,1,1,Op Error,OPERATOR_ERROR,4.46,45.2,49.66
SCRAP-1142,WO-11240,INSP-1331,2023-06-08 19:00:13.359034658,M06,OP001,,Aluminum 5052,LOT-1129,Porosity,15,1,op err,OPERATOR_ERROR,9.87,25.18,525.75
SCRAP-1143,WO-11242,INSP-1333,2023-06-08 17:22:45.889947506,M01,OP007,Shift B,16ga Steel,LOT-1029,Dimensional,54,2,MACHINE_ISSUE,MACHINE_ISSUE,9.79,36.91,2521.8
SCRAP-1144,WO-11243,INSP-1334,2023-06-08 16:22:24.165768946,M02,OP007,Shift B,12ga Steel,LOT-1106,Burr,17,1,Operator,OPERATOR_ERROR,9.69,59.1,1169.43
SCRAP-1145,WO-11244,INSP-1335,2023-06-09 08:37:14.966622541,M06,OP002,Shift A,16ga Steel,LOT-1013,Surface Scratch,14,5,Material Defect,MATERIAL_DEFECT,6.6,33.78,565.32
SCRAP-1146,WO-11245,INSP-1336,2023-06-09 18:26:44.204231687,M06,OP012,Shift B,14ga Steel,LOT-1052,Dimensional,12,19,Machine,MACHINE_ISSUE,7.37,57.82,782.28
SCRAP-1147,WO-11246,INSP-1337,2023-06-09 10:43:03.779978952,M04,OP009,Shift A,Stainless 304,LOT-1118,Bend Angle,24,2,equipment failure,MACHINE_ISSUE,3.42,38.72,1011.36
SCRAP-1148,WO-11247,INSP-1338,2023-06-09 18:19:27.755295221,M02,OP007,Shift B,12ga Steel,LOT-1070,Dimensional,17,10,First Article Fail,SETUP_ERROR,3.47,33.2,623.39
SCRAP-1149,WO-11248,INSP-1339,2023-06-09 09:17:17.231195108,M06,OP009,Shift A,14ga Steel,LOT-1030,Weld Defect,24,21,Operator Error,OPERATOR_ERROR,2.84,58.78,1478.88
SCRAP-1150,WO-11249,INSP-1340,2023-06-09 09:00:14.271449021,M07,OP017,Shift A,16ga Steel,LOT-1024,Dimensional,18,5,op err,OPERATOR_ERROR,7.71,46.22,970.74
SCRAP-1151,WO-11250,INSP-1341,2023-06-09 17:10:11.821244623,M06,OP012,Shift B,14ga Steel,LOT-1080,Porosity,21,9,human error,OPERATOR_ERROR,9.15,36.8,964.95
SCRAP-1152,WO-11251,INSP-1342,2023-06-09 10:26:50.337107305,M01,OP004,Shift A,Aluminum 5052,LOT-1017,Surface Scratch,4,4,Unknown,UNKNOWN,20.17,39.34,238.04
SCRAP-1153,WO-11252,INSP-1343,2023-06-09 09:53:34.550890842,M04,OP009,Shift A,"3/8"" Plate",LOT-1067,Bend Angle,6,6,op err,OPERATOR_ERROR,2.9,48.11,306.06
SCRAP-1154,WO-11253,INSP-1344,2023-06-09 19:11:15.788453311,M05,OP008,Shift B,Aluminum 5052,LOT-1083,Dimensional,11,17,Material Defect,MATERIAL_DEFECT,14.41,5.78,222.09
SCRAP-1155,WO-11254,INSP-1345,2023-06-09 10:44:44.148112250,M07,OP005,Shift A,"3/8"" Plate",LOT-1098,Burr,8,6,unknown,UNKNOWN,4.42,41.25,365.36
SCRAP-1156,WO-11256,INSP-1347,2023-06-12 11:41:52.438306526,M05,OP020,Shift A,Aluminum 5052,LOT-1094,Porosity,20,4,Operator,OPERATOR_ERROR,6.24,31.67,758.2
SCRAP-1157,WO-11257,INSP-1348,2023-06-12 18:38:16.709447474,M03,OP001,Shift B,Stainless 304,LOT-1050,Burr,19,8,Operator,OPERATOR_ERROR,11.84,58.2,1330.76
SCRAP-1158,WO-11258,INSP-1349,2023-06-12 17:36:34.789792318,M07,OP010,Shift B,16ga Steel,LOT-1013,Burr,5,1,Material Defect,MATERIAL_DEFECT,6.36,59.65,330.05
SCRAP-1159,WO-11259,INSP-1350,2023-06-12 08:14:44.446497518,M04,OP015,Shift A,"1/4"" Plate",LOT-1031,Surface Scratch,4,2,Mach Issue,MACHINE_ISSUE,9.59,14.2,95.16
SCRAP-1160,WO-11262,INSP-1353,2023-06-12 19:30:22.265526867,M07,OP014,,16ga Steel,LOT-1057,Dimensional,4,7,operator error,OPERATOR_ERROR,5.65,50.07,222.88
SCRAP-1161,WO-11263,INSP-1354,2023-06-13 10:24:42.910880016,M05,OP004,Shift A,12ga Steel,LOT-1130,Weld Defect,18,4,op err,OPERATOR_ERROR,7.01,46.04,954.9
SCRAP-1162,WO-11264,INSP-1355,2023-06-13 18:01:32.557403293,M05,OP010,Shift B,12ga Steel,LOT-1097,Porosity,5,5,op err,OPERATOR_ERROR,6.77,26.45,166.1
SCRAP-1163,WO-11265,INSP-1356,2023-06-13 08:42:21.267239442,M05,OP004,Shift A,Aluminum 5052,LOT-1087,Weld Defect,3,2,First Article Fail,SETUP_ERROR,1.52,56.0,172.56
SCRAP-1164,WO-11266,INSP-1357,2023-06-13 09:41:32.613154771,M05,OP018,,"1/4"" Plate",LOT-1120,Weld Defect,0,2,op err,OPERATOR_ERROR,13.36,57.57,0.0
SCRAP-1165,WO-11269,INSP-1360,2023-06-13 07:54:44.846256911,M07,OP013,Shift A,"3/8"" Plate",LOT-1067,Surface Scratch,24,2,Mach Issue,MACHINE_ISSUE,20.64,28.75,1185.36
SCRAP-1166,WO-11271,INSP-1363,2023-06-14 16:50:56.884343447,M06,OP010,Shift B,"3/8"" Plate",LOT-1117,Weld Defect,6,2,operator error,OPERATOR_ERROR,1.32,10.41,70.38
SCRAP-1167,WO-11272,INSP-1364,2023-06-14 10:19:09.717679738,M04,OP002,Shift A,12ga Steel,LOT-1091,Bend Angle,17,5,Machine Issue,MACHINE_ISSUE,6.2,18.3,416.5
SCRAP-1168,WO-11273,INSP-1365,2023-06-14 16:42:41.650693592,M04,OP012,Shift B,"1/4"" Plate",LOT-1114,Bend Angle,6,6,MACHINE_ISSUE,MACHINE_ISSUE,7.34,59.63,401.82
SCRAP-1169,WO-11273,INSP-1366,2023-06-14 16:59:41.650693592,M04,OP012,Shift B,"1/4"" Plate",LOT-1114,Bend Angle,4,8,SETUP_ERROR,SETUP_ERROR,8.86,5.66,58.08
SCRAP-1170,WO-11274,INSP-1367,2023-06-14 15:23:20.831890254,M05,OP010,Shift B,12ga Steel,LOT-1097,Weld Defect,3,3,MACHINE_ISSUE,MACHINE_ISSUE,3.78,44.89,146.01
SCRAP-1171,WO-11275,INSP-1368,2023-06-14 19:38:16.337753190,M06,OP006,Shift B,Stainless 304,LOT-1122,Porosity,16,5,Operator,OPERATOR_ERROR,3.8,56.62,966.72
SCRAP-1172,WO-11276,INSP-1369,2023-06-14 11:59:08.787953391,M01,OP009,Shift A,Aluminum 5052,LOT-1066,Surface Scratch,8,1,MATERIAL_DEFECT,MATERIAL_DEFECT,4.08,11.7,126.24
SCRAP-1173,WO-11278,INSP-1371,2023-06-14 17:29:34.979474402,M06,OP012,Shift B,Stainless 304,LOT-1101,Weld Defect,2,1,Setup,SETUP_ERROR,3.76,41.1,89.72
SCRAP-1174,WO-11278,INSP-1372,2023-06-14 17:47:34.979474402,M06,OP012,Shift B,Stainless 304,LOT-1101,Weld Defect,1,2,Mach Issue,MACHINE_ISSUE,4.81,11.1,15.91
SCRAP-1175,WO-11279,INSP-1373,2023-06-14 11:51:16.224186271,M02,OP015,Shift A,12ga Steel,LOT-1056,Surface Scratch,24,2,Mat Defect,MATERIAL_DEFECT,17.59,40.13,1385.28
SCRAP-1176,WO-11280,INSP-1374,2023-06-14 16:48:41.731310410,M06,OP008,Shift B,Aluminum 5052,LOT-1017,Weld Defect,1,1,Mach Issue,MACHINE_ISSUE,17.48,41.72,59.2
SCRAP-1177,WO-11281,INSP-1375,2023-06-14 07:46:59.877913106,M04,OP009,Shift A,12ga Steel,LOT-1095,Burr,1,1,Mat Defect,MATERIAL_DEFECT,1.03,47.74,48.77
SCRAP-1178,WO-11282,INSP-1376,2023-06-15 09:12:27.296896736,M06,OP019,Shift A,Aluminum 5052,LOT-1107,Porosity,11,13,Unknown,UNKNOWN,6.41,49.7,617.21
SCRAP-1179,WO-11283,INSP-1377,2023-06-15 19:23:35.102603047,M05,OP001,Shift B,12ga Steel,LOT-1128,Dimensional,6,8,machine issue,MACHINE_ISSUE,11.16,38.57,298.38
SCRAP-1180,WO-11283,INSP-1378,2023-06-15 19:51:35.102603047,M05,OP001,Shift B,12ga Steel,LOT-1128,Dimensional,10,4,OPERATOR_ERROR,OPERATOR_ERROR,6.81,28.72,355.3
SCRAP-1181,WO-11284,INSP-1379,2023-06-15 16:30:14.456638295,M01,OP012,Shift B,Aluminum 5052,LOT-1062,Dimensional,3,6,TBD,UNKNOWN,6.26,10.68,50.82
SCRAP-1182,WO-11286,INSP-1381,2023-06-15 20:47:44.559231048,M05,OP007,Shift B,16ga Steel,LOT-1057,Porosity,5,2,MACHINE_ISSUE,MACHINE_ISSUE,1.46,32.37,169.15
SCRAP-1183,WO-11287,INSP-1382,2023-06-15 17:24:35.203524612,M06,OP010,Shift B,Stainless 304,LOT-1122,Surface Scratch,8,2,Not Recorded,UNKNOWN,17.53,19.65,297.44
SCRAP-1184,WO-11288,INSP-1383,2023-06-15 19:07:59.931374520,M04,OP014,Shift B,"1/4"" Plate",LOT-1090,Burr,6,4,machine issue,MACHINE_ISSUE,12.53,56.7,415.38
SCRAP-1185,WO-11289,INSP-1384,2023-06-15 18:59:50.953704071,M05,OP016,Shift B,Aluminum 5052,LOT-1107,Weld Defect,9,14,Operator Error,OPERATOR_ERROR,15.67,49.68,588.15
SCRAP-1186,WO-11290,INSP-1385,2023-06-15 08:24:34.573018048,M05,OP004,Shift A,"1/4"" Plate",LOT-1073,Weld Defect,3,2,op err,OPERATOR_ERROR,21.41,49.99,214.2
SCRAP-1187,WO-11291,INSP-1386,2023-06-15 10:16:06.539434910,M03,OP018,Shift A,14ga Steel,LOT-1030,Bend Angle,32,27,MACHINE_ISSUE,MACHINE_ISSUE,7.17,23.34,976.32
SCRAP-1188,WO-11292,INSP-1387,2023-06-15 19:21:48.093538105,M06,OP007,Shift B,Stainless 304,LOT-1050,Porosity,31,14,Mat Defect,MATERIAL_DEFECT,11.55,9.99,667.74
SCRAP-1189,WO-11293,INSP-1388,2023-06-15 07:53:47.630600862,M01,OP009,Shift A,Aluminum 5052,LOT-1017,Dimensional,12,4,Operator Error,OPERATOR_ERROR,12.13,47.16,711.48
SCRAP-1190,WO-11294,INSP-1389,2023-06-15 12:39:07.437763138,M06,OP019,Shift A,Stainless 304,LOT-1133,Weld Defect,2,3,material defect,MATERIAL_DEFECT,6.55,41.34,95.78
SCRAP-1191,WO-11295,INSP-1390,2023-06-15 19:08:06.312158514,M04,OP001,Shift B,12ga Steel,LOT-1056,Bend Angle,1,3,First Article Fail,SETUP_ERROR,12.23,24.76,36.99
SCRAP-1192,WO-11296,INSP-1391,2023-06-15 10:42:59.974459255,M02,OP020,Shift A,12ga Steel,LOT-1095,Surface Scratch,9,16,bad material,MATERIAL_DEFECT,1.88,6.96,79.56
SCRAP-1193,WO-11297,INSP-1392,2023-06-16 17:27:18.801567889,M06,OP011,Shift B,Aluminum 5052,LOT-1129,Weld Defect,12,4,operator error,OPERATOR_ERROR,7.34,48.6,671.28
SCRAP-1194,WO-11298,INSP-1393,2023-06-16 12:29:23.444323050,M05,OP004,Shift A,Stainless 304,LOT-1122,Porosity,25,1,OPERATOR_ERROR,OPERATOR_ERROR,21.6,29.71,1282.75
SCRAP-1195,WO-11299,INSP-1394,2023-06-16 17:53:44.400664134,M02,OP010,,Stainless 304,LOT-1049,Dimensional,5,4,Machine Issue,MACHINE_ISSUE,7.89,44.66,262.75
SCRAP-1196,WO-11300,INSP-1395,2023-06-16 10:33:57.486648568,M03,OP018,Shift A,14ga Steel,LOT-1030,Dimensional,42,12,Setup,SETUP_ERROR,4.97,30.21,1477.56
SCRAP-1197,WO-11301,INSP-1396,2023-06-16 15:45:54.192444402,M05,OP007,Shift B,12ga Steel,LOT-1000,Dimensional,7,14,Operator Error,OPERATOR_ERROR,3.34,55.86,414.4
SCRAP-1198,WO-11301,INSP-1397,2023-06-16 16:24:54.192444402,M05,OP007,Shift B,12ga Steel,LOT-1000,Dimensional,15,6,Machine Issue,MACHINE_ISSUE,0.44,54.89,829.95
SCRAP-1199,WO-11302,INSP-1398,2023-06-16 08:18:18.928316574,M03,OP002,,Stainless 304,LOT-1125,Dimensional,6,12,set up error,SETUP_ERROR,2.68,14.47,102.9
SCRAP-1200,WO-11304,INSP-1400,2023-06-16 10:56:58.283591923,M05,OP002,Shift A,12ga Steel,LOT-1041,Porosity,8,1,MACHINE_ISSUE,MACHINE_ISSUE,3.56,38.62,337.44
SCRAP-1201,WO-11305,INSP-1401,2023-06-16 09:30:49.817174744,M05,OP004,Shift A,12ga Steel,LOT-1026,Dimensional,13,2,Setup Error,SETUP_ERROR,2.99,32.34,459.29
SCRAP-1202,WO-11306,INSP-1402,2023-06-19 19:22:36.851810339,M06,OP008,Shift B,"3/8"" Plate",LOT-1092,Dimensional,18,3,human error,OPERATOR_ERROR,3.4,23.55,485.1
SCRAP-1203,WO-11307,INSP-1403,2023-06-19 16:23:15.316194448,M01,OP014,Shift B,Aluminum 5052,LOT-1062,Surface Scratch,1,1,Machine Issue,MACHINE_ISSUE,3.13,58.67,61.8
SCRAP-1204,WO-11308,INSP-1404,2023-06-19 16:38:09.074345037,M02,OP012,Shift B,12ga Steel,LOT-1085,Dimensional,3,5,Machine Issue,MACHINE_ISSUE,17.26,16.73,101.97
SCRAP-1205,WO-11309,INSP-1405,2023-06-19 17:57:16.211907220,M06,OP012,Shift B,Stainless 304,LOT-1144,Dimensional,14,10,Machine,MACHINE_ISSUE,4.35,12.77,239.68
SCRAP-1206,WO-11310,INSP-1406,2023-06-19 15:30:12.153389534,M06,OP011,Shift B,14ga Steel,LOT-1093,Porosity,22,9,Operator Error,OPERATOR_ERROR,3.43,18.4,480.26
SCRAP-1207,WO-11311,INSP-1407,2023-06-19 11:49:13.657340595,M03,OP015,Shift A,Stainless 304,LOT-1101,Dimensional,17,4,OPERATOR_ERROR,OPERATOR_ERROR,17.49,38.68,954.89
SCRAP-1208,WO-11312,INSP-1408,2023-06-20 17:54:45.901526869,M02,OP003,Shift B,Stainless 304,LOT-1122,Incorrect Material,2,1,Print Rev Error,DESIGN_ISSUE,3.53,5.4,17.86
SCRAP-1209,WO-11313,INSP-1409,2023-06-20 12:26:50.355181578,M03,OP015,Shift A,Stainless 304,LOT-1032,Dimensional,9,2,setup err,SETUP_ERROR,9.05,27.89,332.46
SCRAP-1210,WO-11314,INSP-1410,2023-06-20 18:23:34.637128080,M04,OP011,Shift B,12ga Steel,LOT-1044,Surface Scratch,4,2,machine issue,MACHINE_ISSUE,5.09,40.19,181.12
SCRAP-1211,WO-11315,INSP-1411,2023-06-20 10:55:47.740444236,M05,OP018,Shift A,Stainless 304,LOT-1015,Porosity,11,4,human error,OPERATOR_ERROR,5.56,43.04,534.6
SCRAP-1212,WO-11316,INSP-1412,2023-06-20 07:32:40.771052620,M07,OP002,Shift A,16ga Steel,LOT-1001,Burr,22,4,Mach Issue,MACHINE_ISSUE,18.45,39.5,1274.9
SCRAP-1213,WO-11318,INSP-1414,2023-06-20 19:29:12.838718726,M01,OP001,Shift B,Aluminum 5052,LOT-1127,Surface Scratch,24,1,MATERIAL_DEFECT,MATERIAL_DEFECT,8.15,15.55,568.8
SCRAP-1214,WO-11320,INSP-1416,2023-06-21 09:27:07.740635852,M05,OP004,Shift A,14ga Steel,LOT-1042,Weld Defect,9,5,machine issue,MACHINE_ISSUE,7.04,59.27,596.79
SCRAP-1215,WO-11321,INSP-1417,2023-06-21 18:50:10.148732608,M01,OP008,,Aluminum 5052,LOT-1094,Surface Scratch,0,1,Machine Issue,MACHINE_ISSUE,5.9,20.2,0.0
SCRAP-1216,WO-11321,INSP-1418,2023-06-21 19:18:10.148732608,M01,OP008,,Aluminum 5052,LOT-1094,Surface Scratch,0,1,Machine,MACHINE_ISSUE,8.42,31.09,0.0
SCRAP-1217,WO-11322,INSP-1419,2023-06-21 18:22:59.523252561,M07,OP003,Shift B,16ga Steel,LOT-1119,Surface Scratch,10,11,TBD,UNKNOWN,2.16,25.03,271.9
SCRAP-1218,WO-11323,INSP-1420,2023-06-21 18:14:15.060120369,M02,OP006,Shift B,16ga Steel,LOT-1131,Dimensional,2,5,Machine,MACHINE_ISSUE,8.77,46.71,110.96
SCRAP-1219,WO-11324,INSP-1421,2023-06-21 16:10:05.929660651,M04,OP012,Shift B,"3/8"" Plate",LOT-1092,Bend Angle,2,5,op err,OPERATOR_ERROR,7.62,13.69,42.62
SCRAP-1220,WO-11325,INSP-1422,2023-06-21 08:08:29.143842350,M05,OP018,Shift A,"1/4"" Plate",LOT-1086,Weld Defect,14,6,Op Error,OPERATOR_ERROR,17.28,44.68,867.44
SCRAP-1221,WO-11326,INSP-1423,2023-06-21 17:00:11.389390063,M06,OP010,Shift B,16ga Steel,LOT-1137,Surface Scratch,8,9,MATERIAL_DEFECT,MATERIAL_DEFECT,12.24,54.41,533.2
SCRAP-1222,WO-11326,INSP-1424,2023-06-21 17:09:11.389390063,M06,OP010,Shift B,16ga Steel,LOT-1137,Surface Scratch,15,2,material defect,MATERIAL_DEFECT,2.48,45.58,720.9
SCRAP-1223,WO-11327,INSP-1425,2023-06-21 20:55:55.929659764,M07,OP003,Shift B,Stainless 304,LOT-1032,Bend Angle,12,21,setup err,SETUP_ERROR,1.33,37.18,462.12
SCRAP-1224,WO-11328,INSP-1426,2023-06-21 09:30:08.579585424,M05,OP005,Shift A,16ga Steel,LOT-1029,Weld Defect,1,2,Operator Error,OPERATOR_ERROR,22.36,30.02,52.38
SCRAP-1225,WO-11330,INSP-1428,2023-06-21 07:41:45.614510013,M03,OP019,Shift A,Stainless 304,LOT-1115,Dimensional,11,10,Mach Issue,MACHINE_ISSUE,5.56,24.72,333.08
SCRAP-1226,WO-11334,INSP-1433,2023-06-22 17:27:51.702248399,M06,OP016,Shift B,Stainless 304,LOT-1020,Weld Defect,7,9,Operator,OPERATOR_ERROR,6.71,8.28,104.93
SCRAP-1227,WO-11335,INSP-1434,2023-06-22 11:00:09.529644002,M03,OP020,Shift A,Stainless 304,LOT-1049,Burr,1,3,Mach Issue,MACHINE_ISSUE,9.46,46.82,56.28
SCRAP-1228,WO-11335,INSP-1435,2023-06-22 11:10:09.529644002,M03,OP020,Shift A,Stainless 304,LOT-1049,Burr,2,2,Machine Issue,MACHINE_ISSUE,16.71,40.09,113.6
SCRAP-1229,WO-11336,INSP-1436,2023-06-22 17:43:48.839307908,M01,OP008,Shift B,Aluminum 5052,LOT-1022,Surface Scratch,9,6,equipment failure,MACHINE_ISSUE,3.64,17.63,191.43
SCRAP-1230,WO-11337,INSP-1437,2023-06-22 15:50:37.321502366,M01,OP011,Shift B,12ga Steel,LOT-1069,Dimensional,17,3,Mach Issue,MACHINE_ISSUE,9.6,37.54,801.38
SCRAP-1231,WO-11338,INSP-1438,2023-06-22 10:37:45.377768820,M02,OP013,Shift A,12ga Steel,LOT-1054,Burr,6,7,operator error,OPERATOR_ERROR,2.78,52.99,334.62
SCRAP-1232,WO-11339,INSP-1439,2023-06-22 09:59:05.514975070,M07,OP015,Shift A,"3/8"" Plate",LOT-1034,Surface Scratch,4,5,equipment failure,MACHINE_ISSUE,4.59,37.55,168.56
SCRAP-1233,WO-11340,INSP-1440,2023-06-22 08:34:10.826444756,M04,OP013,Shift A,"3/8"" Plate",LOT-1076,Dimensional,16,1,Print Rev Error,DESIGN_ISSUE,8.06,7.43,247.84
