inspection_id,work_order_id,inspection_date,inspector_id,quantity_inspected,quantity_passed,quantity_failed,defect_code_raw,defect_code_clean,disposition,notes
INSP-1141,WO-11065,2023-05-16 15:51:48.534286927,OP014,120,109,11,Bur,Burr,Rework,
INSP-1142,WO-11066,2023-05-16 09:16:08.634482834,OP009,80,74,6,Weld Defect,Weld Defect,Scrap,
INSP-1143,WO-11067,2023-05-16 16:02:13.108101442,OP001,406,384,22,Dimentional,Dimensional,Rework,
INSP-1144,WO-11068,2023-05-16 15:11:57.643704159,OP009,436,354,82,dimensional,Dimensional,Rework,
INSP-1145,WO-11069,2023-05-16 19:35:20.465577824,OP008,343,322,21,burr,Burr,Rework,
INSP-1146,WO-11069,2023-05-16 19:59:20.465577824,OP008,343,322,21,burr,Burr,Rework,
INSP-1147,WO-11070,2023-05-17 15:24:49.971540287,OP013,487,461,26,sharp edge,Burr,Rework,
INSP-1148,WO-11070,2023-05-17 15:33:49.971540287,OP013,487,461,26,sharp edge,Burr,Rework,
INSP-1149,WO-11071,2023-05-17 19:29:48.086866239,OP012,198,190,8,Angle Error,Bend Angle,Rework,
INSP-1150,WO-11072,2023-05-17 17:07:44.545948883,OP011,302,256,46,Bend Angle,Bend Angle,Rework,
INSP-1151,WO-11073,2023-05-17 18:05:02.456597669,OP016,323,305,18,dimensional,Dimensional,Rework,
INSP-1152,WO-11074,2023-05-17 11:34:11.937300560,OP004,288,266,22,Scr,Surface Scratch,Scrap,
INSP-1153,WO-11075,2023-05-17 20:29:34.990908091,OP017,350,327,23,Surface Scratch,Surface Scratch,Scrap,
INSP-1154,WO-11076,2023-05-17 10:33:09.695896155,OP006,32,31,1,dimensional,Dimensional,Use-As-Is,
INSP-1155,WO-11077,2023-05-17 16:05:01.014807244,OP003,189,179,10,Weld Defect,Weld Defect,Scrap,
INSP-1156,WO-11078,2023-05-17 19:14:42.906005475,OP008,330,321,9,Bend,Bend Angle,Scrap,
INSP-1157,WO-11079,2023-05-17 09:29:39.254205437,OP016,492,472,20,Bend Angle,Bend Angle,Rework,
INSP-1158,WO-11080,2023-05-17 20:17:26.329515956,OP011,221,210,11,Poros.,Porosity,Use-As-Is,
INSP-1159,WO-11081,2023-05-18 11:02:58.326496353,OP014,196,186,10,Dimension Error,Dimensional,Scrap,
INSP-1160,WO-11082,2023-05-18 17:53:51.853234450,OP007,359,309,50,void,Porosity,Use-As-Is,
INSP-1161,WO-11083,2023-05-18 17:11:39.160747722,OP010,482,245,237,Bend Angle,Bend Angle,Rework,Call door population.
INSP-1162,WO-11084,2023-05-18 18:48:14.750618289,OP005,332,306,26,Void,Porosity,Rework,
INSP-1163,WO-11085,2023-05-18 20:09:08.264808816,OP010,289,238,51,Out of Angle,Bend Angle,Scrap,
INSP-1164,WO-11086,2023-05-18 19:51:42.370887835,OP002,139,131,8,weld def.,Weld Defect,Scrap,
INSP-1165,WO-11087,2023-05-18 19:36:52.242076439,OP007,484,343,141,Angle Error,Bend Angle,Scrap,
INSP-1166,WO-11087,2023-05-18 19:59:52.242076439,OP007,484,344,140,Angle Error,Bend Angle,Scrap,
INSP-1167,WO-11088,2023-05-18 20:11:17.813101178,OP002,315,305,10,surface scr,Surface Scratch,Rework,
INSP-1168,WO-11089,2023-05-18 10:45:03.197022377,OP006,402,386,16,Bend Angle,Bend Angle,Rework,
INSP-1169,WO-11090,2023-05-18 18:43:34.969797880,OP017,104,99,5,Scr,Surface Scratch,Scrap,
INSP-1170,WO-11091,2023-05-19 09:46:19.113751475,OP019,186,179,7,surface scr,Surface Scratch,Rework,
INSP-1171,WO-11092,2023-05-19 08:32:11.850381120,OP016,208,196,12,porosity,Porosity,Use-As-Is,Him note painting quickly we head.
INSP-1172,WO-11093,2023-05-19 19:33:50.055510907,OP019,46,43,3,Weld Defect,Weld Defect,Rework,
INSP-1173,WO-11094,2023-05-19 09:34:19.199244730,OP002,213,187,26,Bend Angle,Bend Angle,Scrap,
INSP-1174,WO-11095,2023-05-19 10:24:10.049899008,OP014,344,329,15,BEND,Bend Angle,Rework,
INSP-1175,WO-11095,2023-05-19 10:41:10.049899008,OP014,344,329,15,BEND,Bend Angle,Rework,
INSP-1176,WO-11096,2023-05-19 18:51:57.718763230,OP013,359,325,34,Sharp Burr,Burr,Rework,
INSP-1177,WO-11097,2023-05-19 11:03:31.311789264,OP009,304,286,18,sharp edge,Burr,Rework,
INSP-1178,WO-11098,2023-05-19 09:31:05.338743558,OP017,389,365,24,BEND,Bend Angle,Scrap,
INSP-1179,WO-11099,2023-05-19 19:28:14.820576099,OP006,227,220,7,Weld,Weld Defect,Rework,
INSP-1180,WO-11100,2023-05-19 08:38:50.948332165,OP018,324,282,42,DIMENSIONAL,Dimensional,Scrap,
INSP-1181,WO-11101,2023-05-19 12:00:32.287802380,OP003,465,435,30,scrach,Surface Scratch,Rework,
INSP-1182,WO-11102,2023-05-19 18:57:26.833095836,OP004,160,153,7,POROSITY,Porosity,Rework,
INSP-1183,WO-11102,2023-05-19 19:27:26.833095836,OP004,160,153,7,POROSITY,Porosity,Rework,
INSP-1184,WO-11103,2023-05-22 08:49:46.819046112,OP006,283,264,19,Surface Scratch,Surface Scratch,Rework,
INSP-1185,WO-11103,2023-05-22 08:58:46.819046112,OP006,283,264,19,Surface Scratch,Surface Scratch,Rework,
INSP-1186,WO-11104,2023-05-22 18:28:59.719834476,OP001,200,193,7,WELD,Weld Defect,Scrap,
INSP-1187,WO-11105,2023-05-22 19:24:58.352766129,OP019,104,95,9,Bur,Burr,Rework,
INSP-1188,WO-11106,2023-05-22 19:04:18.993686672,OP004,447,422,25,sharp edge,Burr,Rework,
INSP-1189,WO-11107,2023-05-22 20:01:48.570435989,OP020,408,381,27,angle err,Bend Angle,Scrap,
INSP-1190,WO-11108,2023-05-22 16:33:04.626483526,OP013,222,210,12,Dimentional,Dimensional,Use-As-Is,
INSP-1191,WO-11109,2023-05-22 17:08:50.562497312,OP018,373,335,38,Scratch,Surface Scratch,Scrap,
INSP-1192,WO-11110,2023-05-22 17:51:00.564210221,OP017,185,174,11,dim.,Dimensional,Scrap,
INSP-1193,WO-11111,2023-05-22 09:25:18.858799783,OP008,216,206,10,Dimensional,Dimensional,Scrap,
INSP-1194,WO-11112,2023-05-22 17:47:55.591655752,OP011,171,165,6,Sharp Burr,Burr,Scrap,
INSP-1195,WO-11113,2023-05-23 09:29:49.926905242,OP013,294,273,21,Weld Defect,Weld Defect,Rework,Off morning huge power.
INSP-1196,WO-11114,2023-05-23 10:03:58.998208237,OP004,66,64,2,Sharp Edge,Burr,Scrap,
INSP-1197,WO-11115,2023-05-23 16:46:44.871668848,OP011,332,275,57,Out of Angle,Bend Angle,Scrap,
INSP-1198,WO-11116,2023-05-23 18:41:33.250632115,OP013,240,209,31,dimensional,Dimensional,Rework,
INSP-1199,WO-11117,2023-05-23 19:38:32.519543820,OP019,474,448,26,Dimentional,Dimensional,Scrap,
INSP-1200,WO-11118,2023-05-23 18:37:55.956211057,OP014,267,227,40,Welding Issue,Weld Defect,Rework,
INSP-1201,WO-11119,2023-05-24 10:00:26.478511902,OP017,199,173,26,void,Porosity,Use-As-Is,
INSP-1202,WO-11120,2023-05-24 11:26:48.765305815,OP011,374,352,22,Sharp Burr,Burr,Scrap,Whether ago control military trial.
INSP-1203,WO-11121,2023-05-24 17:13:34.832634032,OP010,318,304,14,scrach,Surface Scratch,Use-As-Is,
INSP-1204,WO-11121,2023-05-24 17:42:34.832634032,OP010,318,304,14,scrach,Surface Scratch,Use-As-Is,
INSP-1205,WO-11122,2023-05-24 15:51:50.139789957,OP018,45,40,5,Scr,Surface Scratch,Scrap,Energy employee land you.
INSP-1206,WO-11123,2023-05-24 16:57:58.102161358,OP018,71,68,3,Dimentional,Dimensional,Scrap,
INSP-1207,WO-11124,2023-05-24 13:20:46.520275930,OP020,431,416,15,Incorrect Material,Incorrect Material,Rework,
INSP-1208,WO-11125,2023-05-24 17:30:20.965936493,OP003,398,379,19,burr,Burr,Rework,
INSP-1209,WO-11126,2023-05-24 17:55:21.335206939,OP004,178,151,27,bend angle,Bend Angle,Use-As-Is,
INSP-1210,WO-11127,2023-05-24 17:21:49.419491134,OP010,142,135,7,burr,Burr,Scrap,
INSP-1211,WO-11128,2023-05-24 09:58:18.080750789,OP017,159,143,16,surface scr,Surface Scratch,Use-As-Is,
INSP-1212,WO-11129,2023-05-24 16:19:31.447012447,OP011,449,410,39,Dim,Dimensional,Scrap,Really your customer career available.
INSP-1213,WO-11130,2023-05-24 08:51:43.423646268,OP016,270,255,15,BEND,Bend Angle,Scrap,
INSP-1214,WO-11131,2023-05-24 17:48:36.076906561,OP009,170,161,9,WELD,Weld Defect,Rework,
INSP-1215,WO-11132,2023-05-24 09:45:50.123632155,OP015,115,107,8,Dimentional,Dimensional,Rework,Together knowledge because radio.
INSP-1216,WO-11133,2023-05-24 09:29:59.635287776,OP007,429,406,23,Dimensional,Dimensional,Scrap,Property remember nearly face feel church.
INSP-1217,WO-11134,2023-05-25 20:35:16.164526879,OP007,293,272,21,dimensional,Dimensional,Use-As-Is,
INSP-1218,WO-11135,2023-05-25 11:04:48.195054509,OP005,363,313,50,Dim,Dimensional,Rework,
INSP-1219,WO-11136,2023-05-25 19:25:18.669854533,OP005,385,367,18,Dimensional,Dimensional,Use-As-Is,
INSP-1220,WO-11137,2023-05-25 16:32:41.113075551,OP002,461,435,26,Welding Issue,Weld Defect,Rework,
INSP-1221,WO-11138,2023-05-25 09:47:39.126820634,OP003,301,279,22,Weld Reject,Weld Defect,Scrap,
INSP-1222,WO-11139,2023-05-25 16:31:54.449136711,OP009,317,303,14,Scr,Surface Scratch,Scrap,
INSP-1223,WO-11140,2023-05-25 20:33:41.229988855,OP017,184,167,17,dim.,Dimensional,Scrap,
INSP-1224,WO-11141,2023-05-25 16:32:56.023914154,OP002,467,440,27,porosity,Porosity,Use-As-Is,
INSP-1225,WO-11142,2023-05-25 08:45:33.153972644,OP014,285,267,18,Void,Porosity,Scrap,
INSP-1226,WO-11143,2023-05-26 10:15:22.962849392,OP002,484,463,21,bend angle,Bend Angle,Scrap,
INSP-1227,WO-11144,2023-05-26 17:00:40.891916315,OP006,349,327,22,Dimensional,Dimensional,Scrap,
INSP-1228,WO-11145,2023-05-26 17:38:38.581527154,OP014,180,166,14,Scratch,Surface Scratch,Scrap,
INSP-1229,WO-11146,2023-05-26 18:48:36.950153271,OP005,38,37,1,weld defect,Weld Defect,Scrap,
INSP-1230,WO-11147,2023-05-26 18:25:16.363686172,OP009,160,153,7,POROSITY,Porosity,Rework,Soldier meeting building cut.
INSP-1231,WO-11148,2023-05-26 18:33:29.729026479,OP007,267,245,22,POROSITY,Porosity,Rework,
INSP-1232,WO-11148,2023-05-26 19:09:29.729026479,OP007,267,245,22,POROSITY,Porosity,Rework,
INSP-1233,WO-11149,2023-05-26 10:10:02.016025723,OP018,209,201,8,Scr,Surface Scratch,Scrap,Door management guess occur.
INSP-1234,WO-11150,2023-05-29 12:28:43.703778152,OP018,66,60,6,burr,Burr,Use-As-Is,
INSP-1235,WO-11151,2023-05-29 15:53:16.877633196,OP017,135,128,7,surface scr,Surface Scratch,Scrap,
INSP-1236,WO-11152,2023-05-29 17:06:16.212658017,OP007,405,386,19,Welding Issue,Weld Defect,Rework,
INSP-1237,WO-11153,2023-05-29 16:36:14.765549312,OP017,487,450,37,Poros.,Porosity,Rework,
INSP-1238,WO-11154,2023-05-29 15:58:58.328851998,OP019,201,182,19,Welding Issue,Weld Defect,Scrap,
INSP-1239,WO-11155,2023-05-29 19:01:33.382491664,OP008,57,56,1,Dim,Dimensional,Rework,
INSP-1240,WO-11156,2023-05-29 09:43:19.111752568,OP005,107,102,5,SCRATCH,Surface Scratch,Use-As-Is,
INSP-1241,WO-11157,2023-05-29 16:48:13.930804062,OP018,103,93,10,Dimensional,Dimensional,Scrap,
INSP-1242,WO-11158,2023-05-29 16:23:28.587730021,OP018,175,167,8,bend angle,Bend Angle,Rework,
INSP-1243,WO-11159,2023-05-29 17:12:27.667584571,OP012,454,427,27,BEND,Bend Angle,Rework,
INSP-1244,WO-11160,2023-05-30 19:52:28.545015275,OP019,127,121,6,Weld Defect,Weld Defect,Rework,
INSP-1245,WO-11161,2023-05-30 10:50:04.920185772,OP007,470,441,29,Weld Reject,Weld Defect,Scrap,
INSP-1246,WO-11162,2023-05-30 11:15:43.185632802,OP015,234,215,19,DIMENSIONAL,Dimensional,Rework,
INSP-1247,WO-11163,2023-05-30 09:23:54.571046684,OP006,71,58,13,DIMENSIONAL,Dimensional,Rework,
INSP-1248,WO-11164,2023-05-30 17:53:44.595578307,OP013,67,55,12,Bend,Bend Angle,Rework,Sound necessary partner beat finally yourself rest.
INSP-1249,WO-11164,2023-05-30 18:10:44.595578307,OP013,67,55,12,Bend,Bend Angle,Rework,Sound necessary partner beat finally yourself rest.
INSP-1250,WO-11165,2023-05-30 18:41:40.569592891,OP005,494,396,98,Dimentional,Dimensional,Rework,Improve important offer by first avoid letter.
INSP-1251,WO-11166,2023-05-30 11:44:42.575343477,OP002,175,168,7,BEND,Bend Angle,Scrap,General there sister policy consider whom item.
INSP-1252,WO-11167,2023-05-30 07:06:38.649845100,OP004,117,107,10,Void,Porosity,Rework,
INSP-1253,WO-11168,2023-05-31 17:56:42.891974647,OP015,352,335,17,surface scr,Surface Scratch,Scrap,
INSP-1254,WO-11169,2023-05-31 11:45:51.067406332,OP004,411,384,27,Bend Angle,Bend Angle,Rework,Story million fight class.
INSP-1255,WO-11170,2023-05-31 10:55:51.030833479,OP008,188,178,10,Dimensional,Dimensional,Scrap,
INSP-1256,WO-11171,2023-05-31 13:02:51.392865178,OP004,235,217,18,Weld,Weld Defect,Scrap,Generation wait thus suffer economy.
INSP-1257,WO-11172,2023-05-31 18:15:28.388045399,OP004,59,47,12,SCRATCH,Surface Scratch,Use-As-Is,
INSP-1258,WO-11173,2023-05-31 08:02:04.697983740,OP020,390,366,24,DIMENSIONAL,Dimensional,Rework,Ever person pass behavior political option oil.
INSP-1259,WO-11174,2023-05-31 12:25:44.513228904,OP004,352,291,61,burr,Burr,Use-As-Is,
INSP-1260,WO-11175,2023-05-31 10:59:03.168251951,OP001,207,196,11,Sharp Burr,Burr,Use-As-Is,Probably result painting successful.
INSP-1261,WO-11176,2023-05-31 10:05:27.713106844,OP016,256,231,25,Weld Reject,Weld Defect,Scrap,
INSP-1262,WO-11177,2023-05-31 16:58:25.241699170,OP006,391,368,23,Out of Angle,Bend Angle,Scrap,
INSP-1263,WO-11178,2023-06-01 10:33:45.898400755,OP011,448,420,28,DIMENSIONAL,Dimensional,Rework,
INSP-1264,WO-11179,2023-06-01 09:20:13.057169375,OP018,244,227,17,Void,Porosity,Rework,
INSP-1265,WO-11180,2023-06-01 10:31:01.598320162,OP008,103,96,7,sharp edge,Burr,Scrap,
INSP-1266,WO-11181,2023-06-01 10:10:50.854765517,OP005,87,85,2,Burr,Burr,Scrap,
INSP-1267,WO-11182,2023-06-01 11:04:07.969330083,OP005,358,341,17,Sharp Burr,Burr,Rework,
INSP-1268,WO-11183,2023-06-01 11:00:30.713285493,OP005,495,476,19,Bend Angle,Bend Angle,Use-As-Is,
INSP-1269,WO-11184,2023-06-01 19:24:31.593719722,OP004,294,278,16,Bend,Bend Angle,Rework,
INSP-1270,WO-11185,2023-06-01 08:04:39.564083493,OP008,340,315,25,Weld Defect,Weld Defect,Scrap,
INSP-1271,WO-11186,2023-06-01 10:14:50.188745302,OP017,73,72,1,sharp edge,Burr,Use-As-Is,
INSP-1272,WO-11187,2023-06-01 08:50:06.523868016,OP005,276,265,11,Porosity,Porosity,Use-As-Is,American tell ball we side enough decision.
INSP-1273,WO-11188,2023-06-01 08:11:56.054735642,OP015,396,375,21,dim.,Dimensional,Rework,
INSP-1274,WO-11189,2023-06-02 16:57:22.500656421,OP009,453,421,32,Surface Scratch,Surface Scratch,Rework,
INSP-1275,WO-11190,2023-06-02 11:02:08.508918785,OP006,350,333,17,Out of Angle,Bend Angle,Rework,
INSP-1276,WO-11191,2023-06-02 18:59:28.664750264,OP013,151,143,8,surface scr,Surface Scratch,Scrap,Indicate police marriage phone face what lot.
INSP-1277,WO-11192,2023-06-02 17:17:52.696874708,OP012,375,362,13,Void,Porosity,Rework,
INSP-1278,WO-11193,2023-06-02 09:03:44.725595550,OP001,299,287,12,Weld Reject,Weld Defect,Use-As-Is,Father authority art keep machine daughter.
INSP-1279,WO-11194,2023-06-02 08:40:53.429487649,OP019,401,368,33,MATERIAL,Incorrect Material,Scrap,
INSP-1280,WO-11195,2023-06-02 17:01:10.017149782,OP012,29,26,3,Weld Reject,Weld Defect,Scrap,
INSP-1281,WO-11196,2023-06-02 11:21:56.147622798,OP004,221,205,16,SCRATCH,Surface Scratch,Scrap,
INSP-1282,WO-11197,2023-06-02 17:08:33.023860929,OP013,176,167,9,dimensional,Dimensional,Rework,
INSP-1283,WO-11198,2023-06-02 10:52:02.320813207,OP003,188,168,20,Welding Issue,Weld Defect,Scrap,Century technology floor write generation human set middle.
INSP-1284,WO-11199,2023-06-05 18:34:00.583470530,OP017,61,43,18,angle err,Bend Angle,Use-As-Is,
INSP-1285,WO-11200,2023-06-05 18:12:49.179362674,OP010,372,350,22,Dim,Dimensional,Rework,
INSP-1286,WO-11200,2023-06-05 18:57:49.179362674,OP010,372,350,22,Dim,Dimensional,Rework,
INSP-1287,WO-11201,2023-06-05 17:56:48.273173804,OP005,475,454,21,weld def.,Weld Defect,Rework,
INSP-1288,WO-11202,2023-06-05 12:49:01.411178816,OP003,376,316,60,Bur,Burr,Scrap,
INSP-1289,WO-11203,2023-06-05 09:54:37.900621738,OP003,52,48,4,Weld Defect,Weld Defect,Scrap,
INSP-1290,WO-11204,2023-06-05 09:10:07.626116595,OP005,436,416,20,Porosity,Porosity,Use-As-Is,
INSP-1291,WO-11205,2023-06-05 09:08:26.338332022,OP005,20,19,1,Bur,Burr,Scrap,
INSP-1292,WO-11206,2023-06-06 11:44:11.654528779,OP009,471,419,52,Welding Issue,Weld Defect,Scrap,
INSP-1293,WO-11206,2023-06-06 12:01:11.654528779,OP009,471,419,52,Welding Issue,Weld Defect,Scrap,
INSP-1294,WO-11207,2023-06-06 17:15:43.908187296,OP013,500,473,27,DIMENSIONAL,Dimensional,Rework,
INSP-1295,WO-11208,2023-06-06 11:34:40.239101013,OP015,423,398,25,Scr,Surface Scratch,Rework,
INSP-1296,WO-11209,2023-06-06 09:08:15.242974034,OP013,312,290,22,Out of Angle,Bend Angle,Scrap,
INSP-1297,WO-11209,2023-06-06 09:31:15.242974034,OP013,312,290,22,Out of Angle,Bend Angle,Scrap,
INSP-1298,WO-11210,2023-06-06 18:13:37.111584013,OP009,43,41,2,dimensional,Dimensional,Scrap,Five letter environment easy.
INSP-1299,WO-11211,2023-06-06 08:51:27.023231423,OP020,241,234,7,Gas Pocket,Porosity,Scrap,
INSP-1300,WO-11212,2023-06-06 17:56:49.236158262,OP001,358,304,54,Gas Pocket,Porosity,Rework,
INSP-1301,WO-11213,2023-06-06 15:51:41.996602693,OP010,92,86,6,Out of Angle,Bend Angle,Rework,
INSP-1302,WO-11214,2023-06-06 08:16:03.045058116,OP003,303,280,23,Poros.,Porosity,Scrap,
INSP-1303,WO-11215,2023-06-06 18:04:09.437462406,OP006,191,179,12,Scr,Surface Scratch,Scrap,
INSP-1304,WO-11216,2023-06-06 17:53:26.716770274,OP007,334,317,17,Dimensional,Dimensional,Rework,
INSP-1305,WO-11217,2023-06-06 19:25:20.761910463,OP011,96,90,6,Dimensional,Dimensional,Scrap,
INSP-1306,WO-11218,2023-06-06 09:24:40.431392421,OP014,98,95,3,burr,Burr,Rework,Anything war ten industry.
INSP-1307,WO-11219,2023-06-07 09:18:56.618722048,OP019,405,377,28,Dimensional,Dimensional,Scrap,
INSP-1308,WO-11220,2023-06-07 11:20:05.027207514,OP007,488,462,26,porosity,Porosity,Scrap,Spend value return couple.
INSP-1309,WO-11221,2023-06-07 10:08:58.153924817,OP010,290,259,31,SCRATCH,Surface Scratch,Rework,
INSP-1310,WO-11222,2023-06-07 10:15:07.159257439,OP012,31,26,5,Dimension Error,Dimensional,Rework,
INSP-1311,WO-11223,2023-06-07 09:35:28.183641083,OP006,112,106,6,scrach,Surface Scratch,Rework,
INSP-1312,WO-11224,2023-06-07 11:29:54.520629499,OP010,22,20,2,Dimentional,Dimensional,Rework,
INSP-1313,WO-11225,2023-06-07 19:10:36.224153661,OP001,106,97,9,MATERIAL,Incorrect Material,Use-As-Is,Marriage method material final.
INSP-1314,WO-11226,2023-06-07 09:46:04.686606341,OP017,190,180,10,dim.,Dimensional,Rework,
INSP-1315,WO-11227,2023-06-07 10:35:45.460094846,OP004,105,100,5,BURR,Burr,Rework,
INSP-1316,WO-11228,2023-06-07 10:18:15.943471264,OP013,69,65,4,Dimensional,Dimensional,Use-As-Is,
INSP-1317,WO-11229,2023-06-07 19:55:50.645835138,OP014,32,29,3,sharp edge,Burr,Scrap,
INSP-1318,WO-11230,2023-06-07 16:54:24.680643724,OP017,344,322,22,Sharp Burr,Burr,Rework,
INSP-1319,WO-11231,2023-06-07 09:48:06.318912190,OP013,139,124,15,POROSITY,Porosity,Rework,
INSP-1320,WO-11231,2023-06-07 10:26:06.318912190,OP013,139,124,15,POROSITY,Porosity,Rework,
INSP-1321,WO-11232,2023-06-08 16:52:24.669493981,OP013,415,393,22,Mat Error,Incorrect Material,Rework,
INSP-1322,WO-11233,2023-06-08 18:34:08.964154404,OP013,155,144,11,Sharp Burr,Burr,Rework,
INSP-1323,WO-11234,2023-06-08 09:02:02.955038405,OP001,112,109,3,surface scratch,Surface Scratch,Scrap,
INSP-1324,WO-11235,2023-06-08 17:41:47.494282078,OP019,199,188,11,Poros.,Porosity,Scrap,
INSP-1325,WO-11236,2023-06-08 11:15:56.953925502,OP008,301,272,29,porosity,Porosity,Scrap,
INSP-1326,WO-11237,2023-06-08 17:07:05.332710745,OP002,494,342,152,burr,Burr,Scrap,Bed hotel lead.
INSP-1327,WO-11237,2023-06-08 17:46:05.332710745,OP002,494,342,152,burr,Burr,Scrap,Bed hotel lead.
INSP-1328,WO-11238,2023-06-08 12:05:20.624211829,OP005,441,414,27,bend angle,Bend Angle,Scrap,Democrat good anything manager think.
INSP-1329,WO-11238,2023-06-08 12:30:20.624211829,OP005,441,414,27,bend angle,Bend Angle,Scrap,Democrat good anything manager think.
INSP-1330,WO-11239,2023-06-08 07:53:10.881859025,OP014,18,16,2,Burr,Burr,Rework,
INSP-1331,WO-11240,2023-06-08 19:00:13.359034658,OP015,298,282,16,Gas Pocket,Porosity,Scrap,
INSP-1332,WO-11241,2023-06-08 11:49:25.657101182,OP004,207,198,9,Dim,Dimensional,Use-As-Is,
INSP-1333,WO-11242,2023-06-08 17:22:45.889947506,OP004,480,424,56,DIMENSIONAL,Dimensional,Rework,
INSP-1334,WO-11243,2023-06-08 16:22:24.165768946,OP007,461,443,18,Burr,Burr,Scrap,Experience account blue care enough hand idea.
INSP-1335,WO-11244,2023-06-09 08:37:14.966622541,OP003,330,311,19,SCRATCH,Surface Scratch,Rework,
INSP-1336,WO-11245,2023-06-09 18:26:44.204231687,OP007,176,145,31,Dim,Dimensional,Scrap,
INSP-1337,WO-11246,2023-06-09 10:43:03.779978952,OP019,451,425,26,bend angle,Bend Angle,Scrap,Hundred now crime.
INSP-1338,WO-11247,2023-06-09 18:19:27.755295221,OP009,499,472,27,Dimension Error,Dimensional,Scrap,Eye hit late near stay perhaps particularly.
INSP-1339,WO-11248,2023-06-09 09:17:17.231195108,OP003,274,229,45,Weld,Weld Defect,Scrap,Window hour some fund.
INSP-1340,WO-11249,2023-06-09 09:00:14.271449021,OP017,410,387,23,Dim,Dimensional,Scrap,Sense current meeting matter and case.
INSP-1341,WO-11250,2023-06-09 17:10:11.821244623,OP007,400,370,30,void,Porosity,Scrap,Sound mind chance throw cause use.
INSP-1342,WO-11251,2023-06-09 10:26:50.337107305,OP007,170,162,8,surface scratch,Surface Scratch,Rework,
INSP-1343,WO-11252,2023-06-09 09:53:34.550890842,OP007,238,226,12,Bend Angle,Bend Angle,Rework,
INSP-1344,WO-11253,2023-06-09 19:11:15.788453311,OP014,331,303,28,Dimentional,Dimensional,Rework,
INSP-1345,WO-11254,2023-06-09 10:44:44.148112250,OP009,252,238,14,Bur,Burr,Scrap,
INSP-1346,WO-11255,2023-06-09 14:54:50.035058691,OP019,463,437,26,Dimensional,Dimensional,Use-As-Is,
INSP-1347,WO-11256,2023-06-12 11:41:52.438306526,OP002,374,350,24,porosity,Porosity,Rework,Class wrong school federal from stock.
INSP-1348,WO-11257,2023-06-12 18:38:16.709447474,OP012,108,81,27,Bur,Burr,Scrap,
INSP-1349,WO-11258,2023-06-12 17:36:34.789792318,OP016,231,225,6,Sharp Burr,Burr,Rework,
INSP-1350,WO-11259,2023-06-12 08:14:44.446497518,OP001,164,158,6,Scratch,Surface Scratch,Scrap,
INSP-1351,WO-11260,2023-06-12 17:06:57.101531519,OP012,272,265,7,Dimension Error,Dimensional,Use-As-Is,
INSP-1352,WO-11261,2023-06-12 16:41:06.940595133,OP004,52,42,10,Dimensional,Dimensional,Use-As-Is,Majority none little admit former body indicate.
INSP-1353,WO-11262,2023-06-12 19:30:22.265526867,OP006,134,123,11,DIMENSIONAL,Dimensional,Rework,Someone rise read ago listen.
INSP-1354,WO-11263,2023-06-13 10:24:42.910880016,OP014,455,433,22,Welding Issue,Weld Defect,Scrap,Officer return on color pick people subject challenge.
INSP-1355,WO-11264,2023-06-13 18:01:32.557403293,OP011,112,102,10,Gas Pocket,Porosity,Rework,
INSP-1356,WO-11265,2023-06-13 08:42:21.267239442,OP008,108,103,5,Welding Issue,Weld Defect,Rework,
INSP-1357,WO-11266,2023-06-13 09:41:32.613154771,OP007,13,11,2,Weld,Weld Defect,Rework,All way body affect finish.
INSP-1358,WO-11267,2023-06-13 10:23:26.474213733,OP011,106,96,10,Weld Reject,Weld Defect,Use-As-Is,
INSP-1359,WO-11268,2023-06-13 09:00:31.699697441,OP012,121,117,4,Bur,Burr,Use-As-Is,
INSP-1360,WO-11269,2023-06-13 07:54:44.846256911,OP006,472,446,26,Scr,Surface Scratch,Scrap,
INSP-1361,WO-11270,2023-06-14 20:33:34.379026712,OP008,478,455,23,Burr,Burr,Use-As-Is,Include data maybe particularly.
INSP-1362,WO-11270,2023-06-14 21:17:34.379026712,OP008,478,455,23,Burr,Burr,Use-As-Is,Include data maybe particularly.
INSP-1363,WO-11271,2023-06-14 16:50:56.884343447,OP012,170,162,8,Weld,Weld Defect,Scrap,
INSP-1364,WO-11272,2023-06-14 10:19:09.717679738,OP002,443,421,22,Bend,Bend Angle,Scrap,
INSP-1365,WO-11273,2023-06-14 16:42:41.650693592,OP020,172,160,12,Angle Error,Bend Angle,Rework,Their save artist catch debate foot production.
INSP-1366,WO-11273,2023-06-14 16:59:41.650693592,OP020,172,160,12,Angle Error,Bend Angle,Rework,Their save artist catch debate foot production.
INSP-1367,WO-11274,2023-06-14 15:23:20.831890254,OP009,104,98,6,WELD,Weld Defect,Scrap,Heavy what least mouth national put test.
INSP-1368,WO-11275,2023-06-14 19:38:16.337753190,OP004,434,413,21,POROSITY,Porosity,Rework,
INSP-1369,WO-11276,2023-06-14 11:59:08.787953391,OP010,91,82,9,Scr,Surface Scratch,Rework,
INSP-1370,WO-11277,2023-06-14 19:47:07.633877980,OP010,130,121,9,Dimension Error,Dimensional,Use-As-Is,
INSP-1371,WO-11278,2023-06-14 17:29:34.979474402,OP005,76,73,3,Weld Defect,Weld Defect,Rework,
INSP-1372,WO-11278,2023-06-14 17:47:34.979474402,OP005,76,73,3,Weld Defect,Weld Defect,Rework,
